title,journal,volume,pages,year,issn,doi,url,author,keywords,abstract
Comparative multi-objective optimization using neural networks for ejector refrigeration systems with LiBr and LiCl working agents,Case Studies in Thermal Engineering,60,104660,2024,2214-157X,https://doi.org/10.1016/j.csite.2024.104660,https://www.sciencedirect.com/science/article/pii/S2214157X24006919,Shoaib Khanmohammadi and Pouria Ahmadi and Ali Jahangiri and Ali Izadi and Rasikh Tariq,"Genetic algorithm optimization, Artificial neural network, Ejector refrigeration systems, Lifelong learning, Educational innovation, Higher education, Computational thinking","Education's evolution in the context of energy systems is essential for addressing sustainable energy challenges and developing a workforce equipped for future innovations, emphasizing both formal curricula and informal lifelong learning through successful energy case studies. As the global energy sector transforms to reduce carbon emissions and reliance on fossil fuels, innovations in renewable technologies like solar thermal are pivotal for promoting energy security and economic stability, supported by an educational foundation that fosters awareness and technical skills for sustainable development. Exposure to successful renewable energy systems, such as solar-powered refrigeration, offers an informal educational experience that enhances understanding and supports global educational goals, initiating with the innovative design and optimization of these systems using artificial intelligence (neural networks). Based on this formulation, the current article developed two sustainable energy systems by comparing the refrigeration cycles with two different operating fluids and various arrangements, and multi-objective optimization with an evolutionary genetic algorithm is performed for the proposed systems. The studied systems are refrigeration cycles using an ejector and without an ejector with two working fluids of lithium bromide and lithium chloride. The present work's main aim is to examine the working fluid and refrigeration system arrangements. Energy and economic modeling were performed for the proposed systems, and then parametric analysis and two-objective optimization were extracted. Parameters such as generator temperature, condenser temperature, absorber temperature, and evaporator temperature, which significantly impact the proposed system's performance, have been selected as decision parameters, and parametric analysis has been extracted for them. In addition to the mentioned parameters, diffusion mixing efficiency, nozzle efficiency, and heat exchanger have also been studied in the ejector asset system. To find the best values of decision variables, multi-objective optimization for both arrangements is conducted, and results are presented. The results have indicated that the refrigeration system using lithium chloride working fluid without an ejector achieves a coefficient of performance of 0.766 and a cost of 0.922 $/h at the optimal point, while the system with an ejector yields a higher coefficient of performance (1.047) and a slightly lower cost rate (0.991 $/h). The outcomes of this work can play a critical role for higher education institutions in advancing innovative solutions to pressing energy challenges. Lifelong learning, at the heart of educational innovation, can benefit from the integration of sustainable energy systems as a core component of informal education through the optimization of ejector refrigeration systems."
Draft genome sequence of active gold mine isolate Pseudomonas iranensis strain ABS_30,Microbiology Resource Announcements,12,,2023,2576-098X,https://doi.org/10.1128/MRA.00849-23,https://www.sciencedirect.com/science/article/pii/S2576098X23009234,Adetomiwa A. Adeniji and Ayansina S. Ayangbenro and Olubukola O. Babalola and Julie C. {Dunning Hotopp},"bioremediation, biosynthetic clusters, genome sequence, gold mine, , secondary metabolites","ABSTRACT
Pseudomonas iranensis ABS_30, isolated from gold mining soil, exhibits metal-resistant properties valuable for heavy metal removal. We report the draft genome sequencing of the P. iranensis ABS_30 strain, which is 5.9 Mb in size."
Troubleshooting assessment: an authentic problem solving activity for it education,Procedia - Social and Behavioral Sciences,9,903-907,2010,1877-0428,https://doi.org/10.1016/j.sbspro.2010.12.256,https://www.sciencedirect.com/science/article/pii/S187704281002361X,David C. Webb,"authentic assessment, computational thinking, computer programming, game design, problem solving, STEM education, technologybased assessment","To evaluate the effectiveness of an instructional unit for game design and computer programming, we designed an authentic assessment with five troubleshooting scenarios. This assessment was completed by 24 middle grades students (age 12 – 14 years) after 10hours of instruction using a visual programming environment. Students successfully completed most of the tasks in 45minutes. Results from the Troubleshooting Assessment demonstrated that students developed sufficient fluency with programming to be able to apply their knowledge to new problems. These results suggest that troubleshooting scenarios can be used to assess student fluency in computer programming and computer-based problem solving."
Draft genome sequence of Priestia megaterium AB-S79 strain isolated from active gold mine,Microbiology Resource Announcements,13,,2023,2576-098X,https://doi.org/10.1128/mra.01055-23,https://www.sciencedirect.com/science/article/pii/S2576098X23010629,Adetomiwa A. Adeniji and Ayansina S. Ayangbenro and Olubukola O. Babalola,"bioremediation, biosynthetic traits, genome analysis, , secondary metabolites, genomics","ABSTRACT
We screened and isolated Priestia megaterium strain AB-S79 from active gold mine soil, then sequenced its genome to unravel its biosynthetic traits. The isolate with a 5.7-Mb genome can be utilized as a reference in genome-guided strain selection for metabolic engineering and other biotechnological operations."
Augmented intelligence in programming learning: Examining student views on the use of ChatGPT for programming learning,Computers in Human Behavior: Artificial Humans,1,100005,2023,2949-8821,https://doi.org/10.1016/j.chbah.2023.100005,https://www.sciencedirect.com/science/article/pii/S2949882123000051,Ramazan Yilmaz and Fatma Gizem {Karaoglan Yilmaz},"Generative artificial intelligence, ChatGPT, Programming, Programming learning, Student opinions","With the diversification of generative artificial intelligence (AI) applications, the interest in their use in every segment and field of society in recent years has been increasing rapidly. One of these areas is programming learning and program writing processes. One of the generative AI tools used for this purpose is ChatGPT. The use of ChatGPT in program writing processes has become widespread, and this tool has a certain potential in the programming process. However, when the literature is examined, research results related to using ChatGPT for this purpose have yet to be found. The existing literature has a gap that requires exploration. This study aims to analyze the students' perspectives on using ChatGPT in the field of programming and programming learning. The study encompassed a cohort of 41 undergraduate students enrolled in a public university's Computer Technology and Information Systems department. The research was carried out within the scope of the Object-Oriented Programming II course for eight weeks. Throughout the research process, students were given project assignments related to the course every week, and they were asked to use ChatGPT while solving them. The research data was collected using a form consisting of open-ended questions and analyzed through content analysis. The research findings revealed both the advantages and disadvantages of ChatGPT usage, as perceived by the students. The students stated that the main benefits of using ChatGPT in programming learning are providing fast and mostly correct answers to questions, improving thinking skills, facilitating debugging, and increasing self-confidence. On the other hand, the main limitations of using ChatGPT in programming education were getting students used to laziness, being unable to answer some questions, or giving incomplete/incorrect answers, causing professional anxiety in students. Based on the results of the research, it can be said that it would be useful to integrate generative AI tools into programming courses considering the advantages they provide in programming teaching. However, appropriate measures should be taken regarding the limitations it brings. Based on the research findings, several recommendations were proposed regarding the integration of ChatGPT into lessons."
Investigation and analysis of the current situation of programming education in primary and secondary schools,Heliyon,9,e15530,2023,2405-8440,https://doi.org/10.1016/j.heliyon.2023.e15530,https://www.sciencedirect.com/science/article/pii/S2405844023027378,Qizhong Ou and Weijie Liang and Zhenni He and Xiao Liu and Renxing Yang and Xiaojun Wu,"Programming education in primary and secondary schools, Programming education for students, Programming learning, Investigation and current situation, Primary and secondary education","With the rapid development of the era of artificial intelligence, the application ability of programming is also highlighted. As one of the necessary abilities of social talents in the future, primary and secondary schools pay more and more attention to this, and programming education is also in full swing. Therefore, based on previous studies, this paper further clarifies the current situation when the current situation of programming education in primary and secondary schools is ambiguous. This paper is aimed at a wide range of primary and secondary school teachers. With 1500 teachers who participated in the online training class for programming teachers as the object in Chinese primary, middle and high school stages, mainly from the three levels of schools, teachers, and students. The questionnaire with good reliability and validity test was used as the research method, the survey data were statistically described and analyzed, and differences were analyzed using Microsoft Excel2019, SPSS26.0 and so on, it investigates and analyzes the current situation of programming education in primary and secondary schools. Results indicate that the overall quality of programming education offerings in elementary and secondary schools is subpar, and the construction of programming education curriculum in schools requires improvement. Nevertheless, schools prioritize improving students' comprehensive abilities, and teachers hold a positive attitude towards programming education and teaching. Although students demonstrate a strong interest in learning, their foundation is weak, resulting in poor learning outcomes. Consequently, the author provides specific recommendations regarding programming education's working mechanism, curriculum standard system, teacher training, and educational resources sharing to better develop programming education in primary and secondary schools."
A review of computational toys and kits for young children,International Journal of Child-Computer Interaction,21,17-36,2019,2212-8689,https://doi.org/10.1016/j.ijcci.2019.04.001,https://www.sciencedirect.com/science/article/pii/S2212868918300825,Junnan Yu and Ricarose Roque,"Coding, Early childhood, Computational thinking","This paper presents a review of computational toys and kits that enable young children (ages 7 years old and under) to explore computational ideas and practices. We collected 30 computational kits, including 13 physical kits, 8 virtual kits, and 9 hybrid kits, and performed a qualitative analysis of these kits. We examined the kits across four different perspectives: how they are designed, how they support children to explore computational concepts and practices, how they enable children to engage in a range of projects and activities, and how they enable children to explore other domains of knowledge. Based on the analysis, we present design suggestions and opportunities to expand the possibilities in what computational ideas and other domains of knowledge children can explore, how children can engage in computing, and what kinds of projects children can make. While many kits enable the exploration of some computational concepts and practices, we see opportunities to expand how these concepts can be supported, as well as the new concepts and domains children could explore. We also see possibilities to include new modes of expression such as body motion or new media such as light and sound. Finally, we see possibilities for whom designers can better support, such as more explicit roles for adult caregivers and expanding possibilities for children from underrepresented groups in computing. This qualitative study reveals the commonalities across existing kits and highlights ways for designers and researchers to expand the possibilities for children to create, explore, and play with computing."
Development and analysis of the Elementary Student Coding Attitudes Survey,Computers & Education,153,103898,2020,0360-1315,https://doi.org/10.1016/j.compedu.2020.103898,https://www.sciencedirect.com/science/article/pii/S036013152030097X,Stacie L. Mason and Peter J. Rich,"Elementary education, Computational thinking, Coding, Attitude scale, Instrument validation","There is an increasing emphasis on teaching young learners to code; yet, there are few tools designed to measure the effect of learning to code on children. The purpose of this study was to develop and validate a tool to assess changes in young learners' attitudes toward coding: the Elementary Student Coding Attitudes Survey (ESCAS). We validated the scale using Confirmatory Factory Analysis and Structural Equation Modeling with responses from over 6000 4th-6th grade students (aged 9–12 years). Survey validation revealed a scale consisting of five constructs that comprise young learners' attitudes toward coding: social value, coding confidence, coding interest, perception of coders, and coding utility. In our analysis, students' grade level, ethnicity, gender, coding frequency, coding experience, and math interest influenced social value, which in turn influenced coding interest, perception of coders, and coding utility. Students' math confidence, coding frequency, coding experience, ethnicity, and coding interest predicted their coding confidence. Among observable variables, coding frequency and math interest had the greatest influence on social value, which substantially influenced all other factors. We discuss how this tool can help those who teach coding to young children to better measure and understand the variables that may influence young learners’ attitudes toward coding over time."
"A systematic review of Drone integrated STEM education at secondary schools (2005–2023): Trends, pedagogies, and learning outcomes",Computers & Education,212,104999,2024,0360-1315,https://doi.org/10.1016/j.compedu.2024.104999,https://www.sciencedirect.com/science/article/pii/S0360131524000137,Richard Chung Yiu Yeung and Chi Ho Yeung and Daner Sun and Chee-Kit Looi,"Systematic review, Drone-integrated learning, STEM education, Secondary schools","As the prominence of drone technology continues to captivate interest for its myriad applications in education, an understanding of the current status of drone-integrated education becomes imperative. This systematic review endeavors to furnish an updated and comprehensive analysis of the drone education studies across academic levels, with a specific emphasis on secondary education settings. To accomplish this objective, a review study with 181 publications was conducted, with a particular focus on 41 publications explicitly addressing the integration of drones in secondary STEM education. Employing a systematic approach, this review identifies, analyzes, and synthesizes pertinent literature, ensuring a thorough comprehension of the current state of the field. The key findings of this review can be summarized as follows: 1) Among the diverse array of subjects incorporating drones, STEM disciplines emerge as the most prominently featured. 2) Experiential and project-based learning stand out as the most commonly adopted pedagogical methods in drone-integrated STEM education. The incorporation of teamwork and hands-on activities is frequently cited as instructional strategies aimed at enhancing drone-integrated STEM learning experiences. 3) Beyond the acquisition of drone-related technical skills, the reported learning outcomes encompass a spectrum of aspects, including heightened STEM career awareness, increased engagement and learning interest, and collaborative problem-solving abilities. The findings underscore the potential of drones to ignite passion for STEM subjects among secondary students, achieved through interdisciplinary, hands-on applications that foster problem-solving and design competencies."
A case for combinatorics: A research commentary,The Journal of Mathematical Behavior,59,100783,2020,0732-3123,https://doi.org/10.1016/j.jmathb.2020.100783,https://www.sciencedirect.com/science/article/pii/S073231232030047X,Elise Lockwood and Nicholas H. Wasserman and Erik S. Tillema,"Research commentary, Combinatorics, Discrete mathematics, Curricula","In this commentary, we make a case for the explicit inclusion of combinatorial topics in mathematics curricula, where it is currently essentially absent. We suggest ways in which researchers might inform the field’s understanding of combinatorics and its potential role in curricula. We reflect on five decades of research that has been conducted since a call by Kapur (1970) for a greater focus on combinatorics in mathematics education. Specifically, we discuss the following five assertions: 1) Combinatorics is accessible, 2) Combinatorics problems provide opportunities for rich mathematical thinking, 3) Combinatorics fosters desirable mathematical practices, 4) Combinatorics can contribute positively to issues of equity in mathematics education, and 5) Combinatorics is a natural domain in which to examine and develop computational thinking and activity. Ultimately, we make a case for the valuable and unique ways in which combinatorics might effectively be leveraged within K-16 curricula."
Learning to code via tablet applications: An evaluation of Daisy the Dinosaur and Kodable as learning tools for young children,Computers & Education,128,52-62,2019,0360-1315,https://doi.org/10.1016/j.compedu.2018.09.006,https://www.sciencedirect.com/science/article/pii/S0360131518302422,Sarah Pila and Fashina Aladé and Kelly J. Sheehan and Alexis R. Lauricella and Ellen A. Wartella,"Apps, Coding, Computational thinking, Digital games, Educational technology, STEM","Despite the growing number of digital apps designed to teach coding skills to young children, we know little about their effectiveness. To formally explore this question, we conducted a naturalistic observation of a one-week program designed to teach foundational coding skills (i.e., sequencing, conditions, loops) to young children (N = 28, Mage = 5.15 years) using two tablet applications: Daisy the Dinosaur and Kodable. Pre- and post-assessments measured familiarity with technology, appeal of coding apps, knowledge of Daisy commands, ability to play Kodable, and conceptual understanding of coding. Participants improved in their knowledge of Daisy commands (i.e., move, grow, jump) and Kodable gameplay (i.e., placing arrows in the correct sequence to move a character through a maze), but did not improve in their ability to verbally explain what coding is. Appeal of the games was significantly related to children's learning of Daisy commands, but child gender was not related to either Daisy or Kodable learning outcomes. Results suggest that young children can learn foundational coding skills via apps, especially when the apps are appealing to children."
Reconceptualising feedback: Designing educational tangible technologies to be a creative material,International Journal of Child-Computer Interaction,29,100278,2021,2212-8689,https://doi.org/10.1016/j.ijcci.2021.100278,https://www.sciencedirect.com/science/article/pii/S2212868921000210,Sarah Matthews and Ben Matthews,"Tangible technologies, Feedback, Educational technologies, Creative material, Interaction design, Empirical studies","This paper investigates how children who are engaged in a creative project with tangible technology kits make sense of the system feedback the technology provides. A micro-analytic video study was conducted of primary school children designing their own technologies using existing educational microcontrollers. Our investigation reveals that the roles feedback plays in children’s interactions cannot easily be assimilated within the existing approaches to understand feedback that have been articulated in HCI literature. Our qualitative analysis shows how children do not make sense of feedback as semantic communication from the system, but make sense of it with respect to its embeddedness in a sequence of activities they are performing with the system and each other. The principal contribution to emerge from our study is a conception of feedback as a process, rather than as a semantic communicative event, nor a direct coupling of action and system response. Our discussion identifies how feedback participates in the institutional agendas of classrooms (e.g. discovery, computational thinking), and draws out initial implications for the design of feedback in educational tangible technologies, identifying possibilities for how feedback might be redesigned to better promote children’s diagnostic practices with open-ended technology kits."
Identifying embodied metaphors for computing education,Computers in Human Behavior,105,105859,2020,0747-5632,https://doi.org/10.1016/j.chb.2018.12.037,https://www.sciencedirect.com/science/article/pii/S074756321830623X,Andrew Manches and Peter E. McKenna and Gnanathusharan Rajendran and Judy Robertson,"Embodied cognition, Gesture, Metaphor, Computing education, Computational thinking, Representation","Computing education is increasing in global importance, with calls for greater understanding of conceptual development that can inform pedagogy. Here, we report a study investigating elementary computing concepts through the lens of Embodied Cognition. Sixteen students (9 female) studying university-level computing were asked to explain their understanding of computing concepts (without materials) in individually video-recorded sessions. We analysed the gestures generated for three elementary concepts: algorithms, loops, and conditional statements. In total, 368 representational gestures were identified across 48 (16 × 3) explanations, thereby providing evidence that offline thinking in this domain is embodied. Our analysis of representational gestures showed that participants drew upon two overarching embodied metaphors in their explanations: 1) Computing Constructs as Physical Objects, in which participants simulated manipulating physical objects (e.g., pinching) when referring to range of computing constructs, and 2) Computing Processes as Motion along a Path, whereby participants moved their hands along one of three body-based axes when referring to temporal sequences. We contrast our findings to similar research in mathematics and discuss implications for computing pedagogy – namely the role of gesture in the classroom and technologies that can exploit embodied metaphors."
Out-of-school assistance in the teaching of visual creative programming in the game-based environment – Case study: Poland,Thinking Skills and Creativity,34,100593,2019,1871-1871,https://doi.org/10.1016/j.tsc.2019.100593,https://www.sciencedirect.com/science/article/pii/S187118711930104X,Taras Panskyi and Zdzislawa Rowinska and Sebastian Biedron,"Out-of-school education, Creative programming, Game-based learning, ICT","The paper presents effects of out-of-school teaching of computer science in a visual creative programming course (Scratch) for children aged 9–14, held at the Lodz University of Technology. The research was carrying out during 2016–2018 school years. The study sample consists of 265 primary and secondary students from Lodz Voivodeship (province) in central Poland. The results were obtained from anonymous questionnaires completed by 221 course participants and their parents. The answers confirm that this type of course becomes a new fascinating manner of spending spare time by children. Moreover, quantitative analysis of student’s finals projects also has been performed. In the process of creative programming in the game-based environment, children develop the computational thinking skills, problem-solving strategies, and abstract thinking. Moreover, children are supported by their parents, who notice how important these competences are and how great opportunities they will present for children in future. Authors continue to grow Scratch programming course to democratize access to new technologies and education, preparing future generation for a world in which computational and algorithmic thinking is a central part of problem-solving. Perhaps some of the course participants will continue their study of programming and make it a career for their life."
Design of online teaching interaction mode for vocational education based on gamified-learning,Entertainment Computing,50,100647,2024,1875-9521,https://doi.org/10.1016/j.entcom.2024.100647,https://www.sciencedirect.com/science/article/pii/S1875952124000156,Zhongbao Ma and Wei Li,"Gamified-learning, Traveler-type problems, Genetic-based algorithms, Game design","Along with the process of building China's modern vocational education system, China's higher vocational education has made great progress. With the development of computer and Internet technology, gamified learning, as a new way of learning, combines the advantages of computer games and online learning, which not only meets the needs of people to learn anytime and anywhere, but also increases the fun of learning activities. In this paper, we developed a gamified learning software with traveler-type problems as the research content, through the interaction with the game, so that students can think in the game and learn knowledge through the game. Through the questionnaire for research and analysis, this game is good game fun and can stimulate learning interest well. In addition, this paper carries out an in-depth study of the game's help system, optimizes the algorithm for the help system, and proposes an improved genetic algorithm. The reverse learning method is adopted to improve the accuracy and convergence speed of the optimal solution; then the Metropolis criterion is used to improve the crossover and mutation operators to enhance the local search ability of the algorithm; finally, the concept of realistic elite learning is introduced to further enhance the local search ability of the algorithm. The simulation results show that the algorithm is effectively improved in convergence performance and solution accuracy, which can significantly improve the response speed of the help system, effectively improve the game's fun, and improve the game's playability."
"Technology Comprehension — Combining computing, design, and societal reflection as a national subject",International Journal of Child-Computer Interaction,20,54-63,2019,2212-8689,https://doi.org/10.1016/j.ijcci.2019.03.004,https://www.sciencedirect.com/science/article/pii/S2212868918301016,Ari Tuhkala and Marie-Louise Wagner and Ole Sejer Iversen and Tommi Kärkkäinen,"Technology comprehension, Digital fabrication, Making, Design, Computing, Computational thinking, Education, Teachers, National, Scaling, Subject","This article considers the implementation of a new learning subject ”Technology Comprehension” into lower secondary schools in Denmark, as part of an initiative by the Danish Ministry of Education. The subject consists of learning objectives related to computing, design, and societal reflection and was first introduced as an elective course in 13 schools to investigate how it could be integrated into the Danish education system. We present four key findings based on school visits, interviews, an electronical survey, two questionnaires, and workshops including theme discussions: (1) teachers did not perceive Technology Comprehension as a distinct subject, but rather as a set of skills that can be integrated into other subjects; (2) teachers pointed out that Technology Comprehension opens up for interdisciplinary and engaging learning activities, but they need more scaffolding and support; (3) Technology Comprehension challenges teachers’ existing competencies and there is a need for a framework that takes into account computing, design, and societal reflection as a whole; (4) Technology Comprehension appealed to various kind of students, not only those who are enthusiastic about technical matters. This study contributes to the previous research on making and digital fabrication by addressing how these endeavours are implemented on a national level through engaging with local teachers. We call for more research on scaffolding and supporting teachers to orchestrate meaningful learning activities to successfully integrate Technology Comprehension into the Danish national education."
Advanced technologies and mathematical metacognition: The present and future orientation,BioSystems,245,105312,2024,0303-2647,https://doi.org/10.1016/j.biosystems.2024.105312,https://www.sciencedirect.com/science/article/pii/S0303264724001977,Alexios Kouzalis and Antonios Antoniou and Nicos Rossides and Rita Panaoura and Priyanka Yadav,"Mathematical cognition, Metacognition, Cognition, Artificial intelligence, Machine learning, Robotics, Boolean logic, Bayesian inference, Fuzzy logic, Chemical artificial intelligence","The intersection of mathematical cognition, metacognition, and advanced technologies presents a frontier with profound implications for human learning and artificial intelligence. This paper traces the historical roots of these concepts from the Pythagoreans and Aristotle to modern cognitive science and explores their relevance to contemporary technological applications. We examine how the Pythagoreans' view of mathematics as fundamental to understanding the universe and Aristotle's contributions to logic and categorization have shaped our current understanding of mathematical cognition and metacognition. The paper investigates the role of Boolean logic in computational processes and its relationship to human logical reasoning, as well as the significance of Bayesian inference and fuzzy logic in modelling uncertainty in human cognition and decision-making. We also explore the emerging field of Chemical Artificial Intelligence and its potential applications. We argue for unifying mathematical metacognition with advanced technologies, including artificial intelligence and robotics, while identifying the multifaceted benefits and challenges of such unification. The present paper examines essential research directions for integrating cognitive sciences and advanced technologies, discussing applications in education, healthcare, and business management. We provide suggestions for developing cognitive robots using specific cognitive tasks and explore the ethical implications of these advancements. Our analysis underscores the need for interdisciplinary collaboration to realize the full potential of this integration while mitigating potential risks."
The design and evaluation of an AR-based serious game to teach programming,Computers & Graphics,103,1-18,2022,0097-8493,https://doi.org/10.1016/j.cag.2022.01.002,https://www.sciencedirect.com/science/article/pii/S0097849322000024,Vandit Sharma and Kaushal Kumar Bhagat and Huai-Hsuan Huang and Nian-Shing Chen,"Augmented Reality, Computational thinking, Learning Analytics, Gamification, Feedback design, System usability","The ubiquity of smartphone and tablet devices, combined with the increasing availability of serious games, has enabled students to learn various abstract concepts in an appealing and convenient manner. While several researchers have explored the use of Augmented Reality (AR) in serious games, many of these games have not been critically explained or evaluated. To that end, we employed game-based learning methodologies and Game Learning Analytics (GLA) to systematize the design and evaluation of an AR-based serious game to teach programming. We evaluated our game for usability and effectiveness by conducting a user study on twenty-seven undergraduate students. The evaluation primarily consisted of a learning test conducted twice – before and after playing the game – along with a usability questionnaire that players completed after playing the game. Our results showed that players made significant progress after playing the game. The game helped players improve their basic programming skills, especially for the group having lower prior programming skills. The results highlighted various ways in which GLA can be used to benefit different stakeholders in the game. Based on players’ qualitative responses, we also identified several areas of improvement, most prominently the trade-off between ease of use and game complexity. We provide suggestions and discuss implications for future work."
Cognitive technology to capture deep computational concepts with combinators,Cognitive Systems Research,71,9-23,2022,1389-0417,https://doi.org/10.1016/j.cogsys.2021.10.001,https://www.sciencedirect.com/science/article/pii/S1389041721000747,Viacheslav Wolfengagen and Larisa Ismailova and Sergey Kosikov,"Combinatory logic, Combinator-as-a-process, Information process, Applicative structure, Artificial computing, Natural computing","Computational activity is now recognized as a natural science, and computational and information processes have been discovered in the deep structures of many areas. Computations in the natural world were present long before the invention of computers, but a remarkable shift in understanding its fundamental nature occurs, in fact, before our eyes. The present moment, in fact, is a transition from the concept of computer science as an artificial science to the understanding that information processes are abundant in nature. Computing is recognized as a natural science that studies natural and artificial information processes. In everyday computing, operations are performed on the individual generators, with little attention paid to their internal structure. However, many common operations consist of more primitive constructions connected by a combination mode. The interaction of information processes and corresponding structures is carried out in an environment of “applicative interaction”, their applications to each other, and the study of the properties of this environment allows us to understand the nature of the computations. In the present work, the main attention is paid to elucidating the technological features of computations with individual generators, or objects. Their interaction is considered in an applicative environment, which allows us to elucidate the internal structure of ordinary operations, the knowledge of which allows us to understand their properties. The choice of initial constant generators, considered as generic ones and expressed by combinators, is discussed. These initial generators are used as the main “building blocks” that occur within the larger blocks of the applicative environment in interaction with each other. As a result of the interaction, constructions arise that give representative sets of ordinary operators and embedded computing systems."
Machine learning for middle schoolers: Learning through data-driven design,International Journal of Child-Computer Interaction,29,100281,2021,2212-8689,https://doi.org/10.1016/j.ijcci.2021.100281,https://www.sciencedirect.com/science/article/pii/S2212868921000222,Henriikka Vartiainen and Tapani Toivonen and Ilkka Jormanainen and Juho Kahila and Matti Tedre and Teemu Valtonen,"AI, Machine learning, K-12, Computational thinking, Design-oriented pedagogy, Design-based research","An entire generation of children is growing up with machine learning (ML) systems that are greatly disrupting job markets as well as changing people’s everyday lives. Yet, that development and its societal effects have been given minor attention in computing education in schools, which mainly focuses on rule-based programming. This article presents a pedagogical framework for supporting middle schoolers to become co-designers and makers of their own machine learning applications. It presents a case study conducted in the 6th grade of a Finnish elementary school and analyzes students’ (N=34) evolving ML ideas and explanations. Data consists of a children’s artwork, students’ design ideas and co-designed applications, and structured group interviews organized at the end of the ML project. The qualitative content analysis revealed how hands-on exploration with ML-based technologies supported students in developing various kinds of design ideas that harnessed face recognition, gestures, or voice recognition for solving real-life problems. The results of the study further indicated that co-designing ML applications provided a promising entry point for students to develop their conceptual understanding of ML principles, its workflows, and its role in their everyday practices. The article concludes with a discussion on how to support students to become innovators and software designers in the age of machine learning."
