"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"COEDU-IN Project: an inclusive co-educational project for teaching computational thinking and digital skills at early ages","C. S. González-González; P. Caballero-Gil; A. García-Holgado; F. J. García-Peñalvo; J. Molina; J. M. del Castillo-Olivares; B. C. San Juan; S. G. Cuesta; I. Perdomo; C. Caballero-Gil; F. Gutíerrez-Vela; P. Paderewski; V. V. Holz; R. G. Iranzo; S. Ramos","IUEM, University of La Laguna, La Laguna, Spain; IUEM, University of La Laguna, La Laguna, Spain; University of Salamanca, Salamanca, Spain; University of Salamanca, Salamanca, Spain; IUEM, University of La Laguna, La Laguna, Spain; University of La Laguna, La Laguna, Spain; University of La Laguna, La Laguna, Spain; IUEM, University of La Laguna, La Laguna, Spain; IUEM, University of La Laguna, La Laguna, Spain; University of La Laguna, La Laguna, Spain; Universidad de Granada, Granada, Spain; Universidad de Granada, Granada, Spain; University of Barcelona, Barcelona, Spain; University of Lleida, Lleida, Spain; University of Valencia, Valencia, Spain",2021 International Symposium on Computers in Education (SIIE),"28 Oct 2021","2021","","","1","4","Learning to program is the new literacy of the 21st century. Computational thinking, closely related to programming, requires thinking and solving problems with different levels of abstraction and is independent of hardware devices. The early childhood education stage provides teachers with the opportunity to lay the foundations for a comprehensive quality education using innovative tools and technologies. Educational robotics in early childhood education becomes a tool that facilitates the acquisition of knowledge to children, playfully, based on the principles of interactivity, social interrelationships, collaborative work, creativity, constructivist and constructionist learning, and a student-centered didactic approach, allowing in turn that student can acquire digital competencies and develop logical and computational thinking in an underlying way. This project explores the current state of teaching and learning computational thinking and programming in early childhood education in an inclusive manner. Moreover, the lack of diversity and inequality is particularly latent in science, Technology, Engineering, and Mathematics (STEM) fields. Therefore, this work considers this problem and presents an inclusive coeducation approach to this new literacy, eliminating gender stereotypes and extending them to people with Down syndrome and hospitalized minors.","","978-1-6654-4024-0","10.1109/SIIE53363.2021.9583648","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9583648","Computational thinking;programming;inclusion;digital literacy;STEM;childhood education","Computers;Education;Tools;Collaborative work;Hardware;Programming profession;Robots","","1","","24","IEEE","28 Oct 2021","","","IEEE","IEEE Conferences"
"Fostering Computational Thinking and Systems Thinking through Aquaponics Capstone Projects","A. K. Ng; R. Mahkeswaran","Engineering Cluster, Singapore Institute of Technology, Singapore; Engineering Cluster, Singapore Institute of Technology, Singapore","2021 IEEE International Conference on Engineering, Technology & Education (TALE)","24 Jan 2022","2021","","","1039","1044","In today's world of growing complexity and interconnectedness, computational thinking (CT) and systems thinking (ST) are imperative for everyone to solve complex problems, create advanced solutions, and innovate cutting-edge technologies and systems. Traditional teaching approaches for CT and ST offer limited avenues for applying the knowledge and skills learned in class. This paper presents and discusses the design and development of intelligent aquaponics capstone projects to foster CT and ST in undergraduate students. Specifically, students designed and built an automated aquaponics system with internet of things for real-time remote monitoring and control. Aquaculture and hydroponics subsystems, hardware and software components, communication networks, and data acquisition and analysis of fish and plant growth were integrated and tested, with high yield and quality of fish and vegetables. Attributable to the multidisciplinary and multifaceted high-tech aquaponics system, students can broaden and deepen their theoretical understanding and practical experience of CT and ST.","2470-6698","978-1-6654-3687-8","10.1109/TALE52509.2021.9678854","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9678854","computational thinking;systems thinking;aquaponics;urban farming technology;capstone project","Education;Writing;Fish;Real-time systems;Software;Reflection;Systems thinking","","6","","26","IEEE","24 Jan 2022","","","IEEE","IEEE Conferences"
"Improving Students' Mathematical Computational Thinking Using Scratch Program through Project Based Learning: A Development Research during Pandemic Covid-19","M. E. Hadi; K. S. Nur Atiqoh; Kadir","Department of Mathematics Education, Universitas Islam Negeri Syarif Hidayatullah Jakarta, Jakarta, Indonesia; Department of Mathematics Education, Universitas Islam Negeri Syarif Hidayatullah Jakarta, Jakarta, Indonesia; Department of Mathematics Education, Universitas Islam Negeri Syarif Hidayatullah Jakarta, Jakarta, Indonesia",2021 9th International Conference on Cyber and IT Service Management (CITSM),"11 Nov 2021","2021","","","1","5","This study aims to examine the development of Project Based Learning kits using Scratch program to improve students' mathematical computational thinking skills in statistics content. The research method used is Research and Development (R & D) approach which refers to Four-D model: Define, Design, Develop, and Disseminate. In the initial stage, researchers conducted preliminary research through literature studies, school surveys, and draft designs. The study produces Project Based Learning kits using Scratch program consist of student's worksheet, lesson plans, and an instrument of mathematical computational thinking. The design of the model was then revised by the expert trial subject. The subjects of the expert test were mathematics learning experts and several mathematics school teachers. The field Pre-Test and Post-Test were conducted in a Junior High School in Tangerang Selatan on mathematical computational thinking instruments, consisting of four essay test (8 question items). The collected data were analyzed using qualitative and quantitative techniques. In validity aspects, all the three learning kits are valid. From the aspect of effectiveness, the Project Based Learning model intervention can improve students' mathematical computational thinking skills. In terms of practicality, students' responses to the developed worksheets are positive.","","978-1-6654-3548-2","10.1109/CITSM52892.2021.9588856","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9588856","mathematical computational thinking;scratch program;project based learning","COVID-19;Pandemics;Computational modeling;Instruments;Tools;Mathematical models;Research and development","","1","","24","IEEE","11 Nov 2021","","","IEEE","IEEE Conferences"
"Research on blended teaching reform based on computational thinking","F. Zhao; S. Liu","College of Computer and Information Technology, Northeast Petroleum University, Daqing, China; College of Computer and Information Technology, Northeast Petroleum University, Daqing, China",2022 12th International Conference on Information Technology in Medicine and Education (ITME),"4 Apr 2023","2022","","","184","188","The outbreak of COVID-19 has impacted traditional teaching methods in schools, and blended teaching in the post-pandemic has gradually become a hot topic of research in higher education. Computational thinking, as one of the core literacies to be acquired in the 21st century, can help students realize the importance of computers as well as enable them to solve specific problems more effectively when facing real-life situations. The article takes the C language programming course as an example, analyzes the problems faced in teaching in the post-pandemic, introduces the concept of computational thinking and integrates it into all aspects of blended teaching design, pays attention to students' individual differences, and proposes a blended teaching model based on computational thinking and puts it into practice. The results show that this teaching model can improve students' learning performance, exercise students' computational thinking skills, and promote blended teaching reform and students' personalized development.","2474-3828","979-8-3503-1015-3","10.1109/ITME56794.2022.00048","Ministry of Education; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10086259","computional thinking;blended teaching;teaching reform;personalized learning","Computers;Training;COVID-19;Computational modeling;Education;C languages;Problem-solving","","1","","6","IEEE","4 Apr 2023","","","IEEE","IEEE Conferences"
"Development of Computational Thinking Skills: An Experience With Undergraduate Students","L. Laura-Ochoa; N. Bedregal-Alpaca","Universidad Nacional de San Agustin de Arequipa, Arequipa, Peru; Universidad Nacional de San Agustin de Arequipa, Arequipa, Peru",2021 XVI Latin American Conference on Learning Technologies (LACLO),"8 Mar 2022","2021","","","112","117","Computational thinking is a type of analytical thinking that is developed intentionally, that is, under a “learned” approach, and the best way to learn it is through computer programming. In this paper, the experience of using block-based programming environments such as Scratch, Lightbot and the PSelnt pseudo-code tool for the understanding of computational concepts and development of computational thinking skills is reported. A quasi-experimental methodological design was used, since it did not work with a control group. A mixed exploratory investigation was carried out. 85 first-year students from the Accounting Professional School of the National University of San Agustin de Arequipa participated in the experience. The results show that in introductory programming courses of short time period, teaching with block-based programming environments compared to the use of pseudocode with the PSelnt tool, facilitates the appropriation of computational concepts and the development of computational thinking skills; thus obtaining better learning results. It is concluded that block-based programming environments favor the construction of knowledge and foster the development of creativity and algorithmic thinking.","","978-1-6654-2358-8","10.1109/LACLO54177.2021.00070","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9725213","algorithmic thinking;computational thinking;constructionism;digital literacy;problem solving","Design methodology;Education;Programming profession;Creativity;Programming environments","","1","","0","IEEE","8 Mar 2022","","","IEEE","IEEE Conferences"
"Promoting Computational Thinking Skills in Non-Computer-Science Students: Gamifying Computational Notebooks to Increase Student Engagement","A. De Santo; J. C. Farah; M. L. Martínez; A. Moro; K. Bergram; A. K. Purohit; P. Felber; D. Gillet; A. Holzer","University of Neuchâtel, Neuchâtel, Switzerland; Ecole Polytechnique Federale de Lausanne, Ecublens, Switzerland; Ecole Polytechnique Federale de Lausanne, Ecublens, Switzerland; University of Neuchâtel, Neuchâtel, Switzerland; University of Neuchâtel, Neuchâtel, Switzerland; University of Neuchâtel, Neuchâtel, Switzerland; University of Neuchâtel, Neuchâtel, Switzerland; Ecole Polytechnique Federale de Lausanne, Ecublens, Switzerland; University of Neuchâtel, Neuchâtel, Switzerland",IEEE Transactions on Learning Technologies,"9 Aug 2022","2022","15","3","392","405","Computational thinking (CT) skills are becoming increasingly relevant for future professionals across all domains, beyond computer science (CS). As such, an increasing number of bachelor's and master's programs outside of the CS discipline integrate CT courses within their study program. At the same time, tools such as notebooks and interactive apps designed to support the teaching of programming concepts are becoming ever more popular. However, in non-CS majors, CT might not be perceived as essential, and students might lack the motivation to engage with such tools in order to acquire solid CT skills. This article presents a field study conducted with 115 students during a full semester on a novel computational notebook environment. It evaluates computational notebooks and CT skills in an introductory course on information technology for first-year undergraduates in business and economics. A multidimensional evaluation approach makes use of pre- and post-test surveys, lectures, and self-directed laboratory sessions tracking analytics. Our findings suggest that, in the process of learning CT for non-CS students, engagement in active learning activities can be a stronger determinant of learning outcomes than initial knowledge. Furthermore, gamifying computational notebooks can serve as a strong driver of active learning engagement, even more so than initial motivational factors.","1939-1382","","10.1109/TLT.2022.3180588","Swissuniversities; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9790858","Active learning;computational notebooks;computational thinking (CT);fieldwork learning;gamification;motivation","Education;Hybrid learning;Codes;Programming profession;Encoding;Python;Games","","10","","72","CCBY","8 Jun 2022","","","IEEE","IEEE Journals"
"Investigating the Flipped-classroom Approach on College Students’ Computational Thinking Skills","D. Gong; H. H. Yang; J. Cai","Collaborative and Innovative Center for Educational Technology, Central China Normal University, Wuhan, China; National Engineering Research Center for E-Learning, School of Education, Central China Normal University, Wuhan, China; School of Computer, Hubei University of Education, Wuhan, China",2021 International Symposium on Educational Technology (ISET),"24 Sep 2021","2021","","","207","210","The study aims to examine the effectiveness of flipped-classroom instruction on college students’ computational thinking skills (CTS). Participants were enrolled in the basic computer course from two classes at a university in central China. One class as an experimental group was chosen for the flipped-classroom instruction method (n=55); the other as a control group used the traditional lecture-based instruction method (n=54). The results show that learning through the flipped-classroom approach can significantly promote students’ levels of creativity, algorithmic thinking, cooperativity, and critical thinking, compared with the traditional lecture-based instruction approach. The findings of this research suggest that instructors should be encouraged to take the flipped-classroom instruction method to teach.","2766-2144","978-1-6654-2859-0","10.1109/ISET52350.2021.00050","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9546563","computational thinking skills;flipped-classroom instruction;traditional lecture-based instruction;quasi-experiment","Educational technology;Creativity","","","","15","IEEE","24 Sep 2021","","","IEEE","IEEE Conferences"
"A strategy to assess computational thinking","A. Gonzalez-Torres; L. Sancho-Chavarria; M. Zuniga-Cespedes; J. Monge-Fallas; J. Navas-Su","Computer Engineering Department, Costa Rica Institute of Technology, Cartago, Costa Rica; School of Computing, Costa Rica Institute of Technology, Cartago, Costa Rica; Omar Dengo Foundation, San Jose, Costa Rica; School of Mathematics, Costa Rica Institute of Technology, Cartago, Costa Rica; School of Computing, Costa Rica Institute of Technology, Cartago, Costa Rica",2021 International Conference on Computational Science and Computational Intelligence (CSCI),"22 Jun 2022","2021","","","1037","1042","Computational Thinking (CT) is a method of analysis and problem solving that enables the development of life skills and positively influences the social and competitive conditions of people. This type of thinking promotes learning through the application of planning, analysis, abstraction and decomposition of problems into their constituent parts. In addition, PC contributes to the formation of critical thinking, creativity and cooperation between people. In education, the mechanisms used to foster CP are diverse; among them, learning through programming. Databases of source code generated in learning exercises using the CP method are a valuable tool for discovering learning patterns. However, there are no robust and scalable methods for studying the huge source code bases of learning products to recognize the predominant patterns and determine the effectiveness of the method. Consequently, a comprehensive analysis of learners’ skills, knowledge, outcomes and performance levels is necessary to identify points of improvement to meet learning objectives and modify curricula and exercises. This paper presents the joint research between the Costa Rica Institute of Technology (TEC) and the PRONIE MEP-FOD program of the Omar Dengo Foundation. Its objective is to automatically analyze the source code created by the students, evaluate the Computational Thinking skills they developed and compare the results with the learning objectives established in the study plans.","","978-1-6654-5841-2","10.1109/CSCI54926.2021.00222","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9799068","Computation thinking;program analysis;automatic grading","Measurement;Codes;Scientific computing;Education;Software;Planning;Pattern recognition","","2","","31","IEEE","22 Jun 2022","","","IEEE","IEEE Conferences"
"Assessing Computational Thinking Pedagogy in Serious Games Through Questionnaires, Think-aloud Testing, and Automated Data Logging","J. R. Fanfarelli","Games and Emerging Media, Marist College, Poughkeepsie, NY, USA",2021 IEEE/ACIS 20th International Fall Conference on Computer and Information Science (ICIS Fall),"6 Dec 2021","2021","","","149","152","Computational thinking is an important skill for solving complex problems, including processes such as decomposition, pattern recognition, abstraction, and algorithmic design. Game-based learning has recently seen an increase in prevalence for teaching computational thinking, making games an important topic of study. However, there is currently no validated tool for assessing Computational Thinking (CT) that performs reliably across disciplines and age groups. In the absence of such a tool, this paper examines several software testing methods for the evaluation of CT pedagogy effectiveness within serious games. Namely, it makes recommendations for the application of standardized questionnaires, think-aloud testing, and automated data logging for evaluating games that promote CT learning. It concludes with a potential use case to demonstrate how the methods can be combined to achieve a granular and actionable understanding of a complex CT assessment problem and its causes.","","978-1-7281-7679-6","10.1109/ICISFall51598.2021.9627365","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9627365","serious games;game;gaming;computational thinking;algorithmic thinking;test;testing;assessment;development","Software testing;Information science;Bibliographies;Education;Games;Manuals;Tools","","1","","23","IEEE","6 Dec 2021","","","IEEE","IEEE Conferences"
"Research on the Educational Model of Computational Thinking Cultivation in Primary and Middle Schools Oriented to Production-Based Learning","D. Zhao; Y. Li","School of Information, Yunnan Normal University, Kunming, China; School of Information, Yunnan Normal University, Kunming, China",2022 11th International Conference on Educational and Information Technology (ICEIT),"1 Feb 2022","2022","","","10","15","Project-Based Learning and STEAM Education are widely favored by schools and teachers because both of them are student-centered learning models by allowing students to collaborate and explore around issues in order to promote the development of students' learning in the 21st century. However, in practical pedagogical applications, specific educational models and implementations are highly dependent on exceptional teachers with innovative abilities, especially in the cultivation of implicit higher-order thinking of students still lacking a better landing point. In the context of the current era of rapid development of information technology, the educational changes caused by the new development of smart education mean that more attention should be paid to the level of thinking and operational skills of students. As a result, the Problem-Based Learning for Computational Thinking Development Model for Primary and Secondary Schools (CTPBL), which is interdisciplinary, contextual, innovative, experiential and humanistic in nature, has emerged. As a new educational model, CTPBL helps integrate the advantages of existing Project-Based Learning and STEAM Education, crack the dilemma of teachers' choice of the inherent educational model, and realize the cultivation of students' information literacy and the improvement of their comprehensive ability. However, it still needs to be further explored, such as its operation mechanism, technology carrier, and teachers' roles.","","978-1-6654-4546-7","10.1109/ICEIT54416.2022.9690630","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9690630","project-based learning;production-based learning;interdisciplinary learning;computational thinking;educational model","Training;Printing;Solid modeling;Computational modeling;Virtual reality;Production;Information age","","1","","12","IEEE","1 Feb 2022","","","IEEE","IEEE Conferences"
"Investigating Elementary Teachers' Understanding, Beliefs, and Intentions toward STEM and Computational Thinking in Education","E. Surahman; T. Hua Wang; K. -F. Turner Lam; Sulthoni; U. Nendra Pratama; E. Nur Aisyah","Dept. of Educational Technology, Universitas Negeri Malang, Malang, Indonesia; Dept. of Education and Learning Technology, National Tsing Hua University, Hsinchu, Taiwan; Edu-Aequitas Pte Ltd, National Tsing Hua University, Singapore, Singapore; Dept. of Educational Technology, Universitas Negeri Malang, Malang, Indonesia; Dept. of Performing Arts Education, Institut Seni Indonesia Yogyakarta, Yogyakarta, Indonesia; Dept. of Primary School and Preschool, Universitas Negeri Malang, Malang, Indonesia",2022 2nd International Conference on Information Technology and Education (ICIT&E),"27 Apr 2022","2022","","","175","180","This study attempted to investigate elementary school teachers' understandings, beliefs, and intentions toward STEM and Computational Thinking. We collected data through a survey of 16 teachers at one elementary school in Malang City, Indonesia. They represented a variety of subjects with diverse learning experiences. The survey took place after the respondents received a short training about STEM and Computational Thinking. Quantitative analysis showed that most elementary school teachers positively demonstrated Computational Thinking practices in their schools. Besides, they believed that Computational Thinking could help students think logically, structurally, and creatively, while STEM helped train students to be problem solvers in an analytical, critical, and practical way. In addition, most respondents intended to continue learning and applying STEM and Computational Thinking approaches in their learning design. Added to this, the participants' understanding of STEM and Computational Thinking also improved based on the results of the Wilcoxon test conducted on the pre-test and post-test. This study provides valuable information on the need for elementary teacher development programs, namely improving teachers' teaching skills based on STEM and Computational Thinking for preparing students with 21 st-century learning skills.","","978-1-6654-9433-5","10.1109/ICITE54466.2022.9759837","Institution of Research and Community Service of State University of Malang Indonesia(grant numbers:30.3.10/UN32.1/LT/2020); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9759837","STEM;computational thinking;elementary teachers;understandings;beliefs;intentions","Training;Statistical analysis;Oceans;Education;Urban areas;Problem-solving","","","","38","IEEE","27 Apr 2022","","","IEEE","IEEE Conferences"
