"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Quizly: A live coding assessment platform for App Inventor","F. Maiorana; D. Giordano; R. Morelli","Department of Electrical, IISS G.B. Vaccarini, Catania, Italy; Department of Electrical, University of Catania, Catania, Italy; Computer Science Department, Trinity College, Hartford, CT, USA",2015 IEEE Blocks and Beyond Workshop (Blocks and Beyond),"4 Jan 2016","2015","","","25","30","There is a strong worldwide movement which is pushing for the teaching of serious computer science principles besides reading, writing and basic numeracy starting from first grade and reaching all students across all grades. This is being done through both formal initiatives carried out by international organizations and at the national level by putting forward curricula, some of which are mandatory. In order to accomplish this goal, and based on the consensus that computer science is not programming and that programming languages are a tool, visual languages have become the preferred method for teaching introductory courses in computer science. The absence of rigid syntactic rules makes them the ideal tool for focusing on problem solving and computational thinking activities. Recent reports have pointed out the need for supporting the international community of teachers by providing assessment methods, an internationally validated question repository as well as tools and assessment platforms. In this context our work presents an assessment platform for formative, summative and informal assessment of computer science competencies by using a visual language, namely App Inventor, which allows for the rapid development of a mobile app and has a strong appeal to the younger generation of students. The capability to log user activity allows the teacher to monitor the progression in the student's learning path as well as her/his solution-building approach.","","978-1-4673-8367-7","10.1109/BLOCKS.2015.7368995","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7368995","Computer Science curricula;Visual languages;assessment;assessment tools and platforms","Visualization;Education;Programming profession;Problem-solving;Information technology","","12","","55","IEEE","4 Jan 2016","","","IEEE","IEEE Conferences"
"Asking Spatial Questions to Identify GIS Functionality","S. Gao; M. F. Goodchild","Department of Geography and Center for Spatial Studies, University of California, Santa Barbara, CA, USA; Department of Geography and Center for Spatial Studies, University of California, Santa Barbara, CA, USA",2013 Fourth International Conference on Computing for Geospatial Research and Application,"19 Sep 2013","2013","","","106","110","Current desktop-GIS software cannot answer users' spatial questions directly. The GIS functionality is hard to identify and use without specific training of GIS skills because of the complex hierarchical organization and the gap between users' spatial thinking and systems' implement descriptions. In order to bridge this gap, we propose a semantic framework for designing a question-based user interface that integrates different levels of ontologies (spatial concept ontology, domain ontology and task ontology) to guide the process of extracting the core spatial concepts and translating them into a set of equivalent computational or operational GIS tasks. We also list some typical spatial questions that might be posed for spatial analysis and computation. The principle introduced in this paper could be applied not only to desktop-GIS software but also to web map services. The semantic framework would be useful to enhance the ability of spatial reasoning in web search engines (e.g. Google semantic search) and answering questions in location-based services as well (e.g. iPhone Siri assistant).","","978-0-7695-5012-1","10.1109/COMGEO.2013.18","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6602049","GIS;functionality;spatial questions;ontology;semantic","Geographic information systems;Ontologies;Semantics;Software;User interfaces;Organizations;Google","","10","","16","IEEE","19 Sep 2013","","","IEEE","IEEE Conferences"
"Blocks languages for creating tangible artifacts","F. Turbak; S. Sandu; O. Kotsopoulos; E. Erdman; E. Davis; K. Chadha","Computer Science Department, Wellesley College, Wellesley, MA, USA; Computer Science Department, Wellesley College, Wellesley, MA, USA; Computer Science Department, Wellesley College, Wellesley, MA, USA; Computer Science Department, Wellesley College, Wellesley, MA, USA; Computer Science Department, Wellesley College, Wellesley, MA, USA; Computer Science Department, Wellesley College, Wellesley, MA, USA",2012 IEEE Symposium on Visual Languages and Human-Centric Computing (VL/HCC),"10 Nov 2012","2012","","","137","144","Logo turtles and Henderson's picture language have long been used to teach computational thinking by inspiring learners to construct programs that create complex geometric designs. We have developed visual blocks-based versions of these languages, TurtleBlocks and PictureBlocks, that allow users to transform their designs into tangible artifacts produced by laser cutters and vinyl cutters. Our languages embody two novel features. First, they use constructive area geometry to convert the geometric designs generated by our programs into formats suitable for laser and vinyl cutters. Second, they leverage static typing and polymorphism to provide a new way to reference the names of procedure parameters and local variables in a blocks language.","1943-6106","978-1-4673-0853-3","10.1109/VLHCC.2012.6344500","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6344500","","Shape;Laser beam cutting;Laser modes;Color;Connectors;Educational institutions","","9","","42","IEEE","10 Nov 2012","","","IEEE","IEEE Conferences"
"Enabling hardware relaxations through statistical learning","Z. Wang; N. Verma","Department of Electrical Engineering, Princeton University, Princeton, NJ, USA; Department of Electrical Engineering, Princeton University, Princeton, NJ, USA","2014 52nd Annual Allerton Conference on Communication, Control, and Computing (Allerton)","2 Feb 2015","2014","","","319","326","Machine-learning algorithms are playing an increasingly important role in embedded sensing applications, by enabling the analysis of signals derived from physically complex processes. Given the severe resource constraints faced in such applications (energy, functional capacity, reliability, etc.), there is the need to think about how the algorithms can be implemented with very high efficiency. This paper examines the opportunities on three levels: (1) inherent resilience against computational errors, enabling some degree of fault tolerance; (2) top-down training of statistical models using data explicitly affected by errors, enabling substantial fault tolerance; and (3) bottom-up specification of inference kernels based on preferred hardware implementation, enabling reduced hardware complexity. Implementations employing the last two approaches are proposed and evaluated through hardware measurements and simulation.","","978-1-4799-8009-3","10.1109/ALLERTON.2014.7028472","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7028472","Embedded Systems;Low-energy Design;Sensing Systems;Statistical Learning;Hardware Reliability","Detectors;Hardware;Kernel;Brain models;Reliability;Training","","4","","16","IEEE","2 Feb 2015","","","IEEE","IEEE Conferences"
"Accelerating text-based plagiarism detection using GPUs","M. Jiffriya; M. A. Jahan; H. Gamaarachchi; R. G. Ragel","Post Graduate Institute of Science, University of Peradeniya, Peradeniya, Sri Lanka; Post Graduate Institute of Science, University of Peradeniya, Peradeniya, Sri Lanka; Department of Computer Engineering, University of Peradeniya, Peradeniya, Sri Lanka; Department of Computer Engineering, University of Peradeniya, Peradeniya, Sri Lanka",2015 IEEE 10th International Conference on Industrial and Information Systems (ICIIS),"4 Feb 2016","2015","","","395","400","Plagiarism is known as an unauthorized use of other's contents in writing and ideas in thinking without proper acknowledgment. There are several tools implemented for text-based plagiarism detection using various methods and techniques. However, these tools become inefficient while handling a large number of datasets due to the process of plagiarism detection which comprises of a lot of computational tasks and large memory requirement. Therefore, when we deal with a large number of datasets, there should be a way to accelerate the process by applying acceleration techniques to optimize the plagiarism detection. In response to this, we have developed a parallel algorithm using Compute Unified Device Architecture (CUDA) and tested it on a Graphics Processing Unit (GPU) platform. An equivalent algorithm is run on CPU platform as well. From the comparison of the results, CPU shows better performance when the number and the size of the documents are small. Meantime, GPU is an effective and efficient platform when handling a large number of documents and high in data size due to the increase in the amount of parallelism. It was found out that for our dataset, the performance of the algorithm on the GPU platform is approximately 6x faster than CPU. Thus, introducing GPU based optimization algorithm to the plagiarism detection gives a real solution while handling a large number of data for inter-document plagiarism detection.","","978-1-4799-1876-8","10.1109/ICIINFS.2015.7399044","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7399044","CPU;GPU;NVIDIA;CUDA;Jaccard similarity;vector space model;hashing strategy;thread;block","Acceleration;Instruction sets;Phased arrays;Graphics processing units;Kernel;Parallel processing;Yttrium","","3","","24","IEEE","4 Feb 2016","","","IEEE","IEEE Conferences"
"Bodhi: Detecting Buffer Overflows with a Game","J. Chen; X. Mao","School of Computer, National University of Defense Technology, Changsha, China; School of Computer, National University of Defense Technology, Changsha, China",2012 IEEE Sixth International Conference on Software Security and Reliability Companion,"6 Aug 2012","2012","","","168","173","Buffer overflow is one of the most dangerous and common vulnerabilities in CPS software. Despite static and dynamic analysis, manual analysis is still heavily used which is useful but costly. Human computation harness humans' time and energy in a way of playing games to solve computational problems. In this paper we propose a human computation method to detect buffer overflows that does not ask a person whether there is a potential vulnerability, but rather a random person's idea. We implement this method as a game called Bodhi in which each player is shown a piece of code snippet and asked to choose whether their partner would think there is a buffer overflow vulnerability at a given position in the code. The purpose of the game is to make use of the rich distributed human resource to increase effectiveness of manual detection for buffer overflows. The game has been proven to be efficient and enjoyable in practice.","","978-1-4673-2670-4","10.1109/SERE-C.2012.35","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6258465","CPS; software vulnerability; buffer overflow; human computation; game","Games;Buffer overflow;Humans;Software;Servers;Manuals;Programming","","3","","29","IEEE","6 Aug 2012","","","IEEE","IEEE Conferences"
"Gradual structuring: Evolving the spreadsheet paradigm for expressiveness and learnability","G. Miller; F. Hermans; R. Braun","School of Computing and Communications, University of Technology Sydney; Software Engineering Research Group, Delft University of Technology; School of Computing and Communications, University of Technology Sydney",2016 15th International Conference on Information Technology Based Higher Education and Training (ITHET),"1 Dec 2016","2016","","","1","8","Spreadsheets are arguably the most used form of programming and are frequently used in higher education to teach fundamental concepts about computation. Their success has shown that they are simple enough for a huge number of end users to learn and use. This is in contrast to traditional programming languages and the high dropout rate from introductory programming and computer science. However in comparison to traditional programming languages and structured modelling, spreadsheets are not expressive, placing a limit on the levels of computational thinking that can be taught using the spreadsheet paradigm. This limitation is imposed by the lack of programming language features and abstractions in the paradigm. Furthermore, more advanced spreadsheet features (e.g. array formulae, lookup formulae, R1C1 syntax) can be difficult to learn and use. This paper discusses the idea of adding language features to spreadsheets, enabling the gradual structuring of free-form spreadsheets to more structured models. We propose that this concept is termed Gradual Structuring, and is analogous to the programming language concept of gradual typing. In this analogy, spreadsheets take the place of dynamic programming and structured modelling of static programming. In programming languages, gradual typing allows dynamic programming to be mixed with static programming. It is our contention that dynamic programming is more learnable while static programming is more expressive and abstract. Gradual typing could be used to mitigate the issues in the teaching of traditional programming. Likewise Gradual Structuring can mitigate the conceptual limits that can be taught using current spreadsheets. The key language feature required to enable Gradual Structuring is the ability to logically group cells together so that a single formula can be applied to the grouped cells. This concept, termed cell grouping diminishes and can even eliminate the need for the ubiquitous and error-prone use of copy-pasted in spreadsheets. Moreover, it makes the structure present in spreadsheet models explicit. Cell grouping requires a cascade of other new languages features. Namely a more expressive referencing style, which in turned requires enabling labels to be moved to the row and column headers, and the hierarchical structuring of these headers. Respectively these language features are termed enhanced referencing and semantic axes. The ongoing research focusses on the usability and learnability of these language features. Spreadsheet applications exist that contain aspects of the features mentioned. However these applications do not enable Gradual Structuring and have taken a mainly technical, not human behavioural, approach to evolving the spreadsheet.","","978-1-5090-0778-3","10.1109/ITHET.2016.7760759","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7760759","","Programming profession;Computer languages;Dynamic programming;Electronic mail;Education;Semantics","","2","","50","IEEE","1 Dec 2016","","","IEEE","IEEE Conferences"
"Introducing computer programming in secondary schools: A case study of NAMTOSS","T. K. Mufeti; W. Sverdlik","School of Computing, University of Namibia Private Bag, Windhoek, Namibia; Eastern Michigan University, Ypsilanti, USA",2017 IST-Africa Week Conference (IST-Africa),"9 Nov 2017","2017","","","1","8","Most countries in the Southern Africa Development Community (SADC) have adopted national development plans that recognize ICT as the main driver for economic development. For ICT to effectively contribute to the national development agenda however, there is a need to ensure that citizens are ICT literate. As a result, a number of countries have developed Subject Policy Guidelines aimed at introducing Computer Studies at Secondary School level. While most of these guidelines are carefully crafted, actual implementation in secondary schools has proved troublesome; having under-maintained or non-existent ICT infrastructures along with inadequately trained teachers as major obstacles. Subsequently, most African student's first exposure to computer programming occurs in the first year of university education, thus entering the Computer Science major without any prior hands-on experience. The Namibian Technology Outreach to Secondary Schools (NAMTOSS) initiative is a pilot program started by the School of Computing (SoC) at the University of Namibia (UNAM) in March 2016. NAMTOSS is a partnership between secondary school teachers, learners and the staff members of the School of Computing at UNAM that is designed to introduce computer programming skills and computational thinking at secondary school level. NAMTOSS attempts to address the structural and systemic issues raised by previously unsuccessful outreach efforts conducted in Southern Africa. In this paper, we enumerate the successes and failures of our initial outreach efforts and suggest several enhancements to our program that we feel will lead to its success.","","978-1-5386-3837-8","10.23919/ISTAFRICA.2017.8102343","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8102343","Technology education;secondary education;outreach;Namibia;Africa;computing;programming;ICT","Programming profession;Economics;Training;Africa","","2","","13","","9 Nov 2017","","","IEEE","IEEE Conferences"
"A Distributed Robot Garden System","L. Sanneman; D. Ajilo; J. DelPreto; A. Mehta; S. Miyashita; N. A. Poorheravi; C. Ramirez; Sehyuk Yim; S. Kim; D. Rus","Computing Science, University of Alberta, Canada; Computing Science, University of Alberta, Canada; Computing Science, University of Alberta, Canada; Dept. of Biomedical Engineering, University of Virginia, USA; Dept. of Biomedical Engineering, University of Virginia, USA; NA; NA; NA; NA; NA",2015 IEEE International Conference on Robotics and Automation (ICRA),"2 Jul 2015","2015","","","6120","6127","Computational thinking is an important part of a modern education, and robotics provides a powerful tool for teaching programming logic in an interactive and engaging way. The robot garden presented in this paper is a distributed multi-robot system capable of running autonomously or under user control from a simple graphical interface. Over 100 origami flowers are actuated with LEDs and printed pouch motors, and are deployed in a modular array around additional swimming and crawling folded robots. The garden integrates state-of-the-art rapid design and fabrication technologies with distributed systems software techniques to create a scalable swarm in which robots can be controlled individually or as a group. The garden can be used to teach basic algorithmic concepts through its distributed algorithm demonstration capabilities and can teach programming concepts through its education-oriented user interface.","1050-4729","978-1-4799-6923-4","10.1109/ICRA.2015.7140058","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7140058","","Robots;Light emitting diodes;Graphical user interfaces;Insects;Fabrication;Cranes;Bluetooth","","2","","23","IEEE","2 Jul 2015","","","IEEE","IEEE Conferences"
"CFO: A new compact swarm intelligent algorithm for global optimization and optimal bipedal robots walking","L. Tighzert; B. Mendil","Faculté de Technologie, Université de Bejaia, Bejaia, Algérie; Faculté de Technologie, Université de Bejaia, Bejaia, Algérie","2016 8th International Conference on Modelling, Identification and Control (ICMIC)","5 Jan 2017","2016","","","487","492","This paper introduces compact swarm intelligence. It presents a new estimation of distribution algorithm based on the swarm behavior of fireflies. The proposed algorithm is called the compact firefly optimizer (cFO). It uses a compact representation to store the population of the fireflies. Thus, the whole population is represented by a probabilistic distribution function. The compact swarm intelligence proposed allows the reduction of the computational capacity required to evolve the population toward the optimal solution. An important numerical test is used to evaluate the performance of the proposed algorithm. The results obtained show that the proposed compact firefly optimizer (cFO) is very competitive. Furthermore, the new concepts of compact swarm robotics are also introduced. The algorithm is applied to describe the first compact swarm robotics system. The objective is to realize an optimal stable walking by bipedal robot. Discussions, propositions and analysis let to think to a new important starting point for an emerging field of compact swarm intelligence, robotics, search and optimization.","","978-0-9567157-7-7","10.1109/ICMIC.2016.7804162","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7804162","swarm intelligence;compact representation;optimization;Firefly algorithm;compact swarm robotics;compact swarm intelligence;bipedal walking;path planning","Algorithm design and analysis;Particle swarm optimization;Sociology;Statistics;Standards;Legged locomotion","","2","","26","","5 Jan 2017","","","IEEE","IEEE Conferences"
"A computing education approach for geography students in context of GIS","M. Knobelsdorf; J. Otto; S. Sprenger","Computer Science Education, University of Hamburg, Hamburg, Germany; Computer Science Education, University of Hamburg, Hamburg, Germany; Department of Education, University of Hamburg, Hamburg, Germany",2017 IEEE Global Engineering Education Conference (EDUCON),"8 Jun 2017","2017","","","1790","1796","We present an educational design for an undergraduate university course meant to engage Geography majors with computing and computational thinking. For that matter, we use the pedagogical principle of contextualization, relating computing topics to the discipline of Geography using climate change modeling with geographic information systems as a context. Following a design-based research approach, we first present considerations and arguments that form the basis for our educational design, and then discuss initial results of implementing and teaching a corresponding course to Geography Education majors.","2165-9567","978-1-5090-5467-1","10.1109/EDUCON.2017.7943092","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7943092","Computing Education;non-CS students;contextualization;design based research;Geographic Information System","Handheld computers;Engineering education;Geographic information systems;Geography","","2","","38","IEEE","8 Jun 2017","","","IEEE","IEEE Conferences"
"Minimal role playing logic in Role-Based Collaboration","D. Liu; S. Teng; H. Zhu; Y. Tang","School of Computer Science and Technology, Guangdong University of Technology, Guangzhou, China; School of Computer Science and Technology, Guangdong University of Technology, Guangzhou, China; Department of Computer Science and Mathematics, Nipissing University, North Bay, Ontario, Canada; School of Computer, Normal University of South China, Guangzhou, China","2014 IEEE International Conference on Systems, Man, and Cybernetics (SMC)","4 Dec 2014","2014","","","1420","1425","Role-Based Collaboration (RBC) is a computational thinking methodology where roles provide an underlying mechanism to facilitate abstraction, classification, separation of concerns, dynamics, and interactions. From a meta theoretical perspective, the specification of groups, roles and agents is a critical element of RBC. In consideration of the relationships and hierarchies faced by groups, roles and agents, we propose a minimal role playing logic system (MRPL) through substructural logic, which is polynomial in complexity, in support of RBC. From MRPL and RPLs extending from it, there are three levels of application, i.e., the global level governing how people organize agents to form a group; the concatenative level for role assignment with respect to logic and algebra, and the operational level governing properties, relations and structures that should appear in collaborative system design. From MRPL to RPLs, one can extend it to suit other appropriate applications.","1062-922X","978-1-4799-3840-7","10.1109/SMC.2014.6974114","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6974114","Role-Based Collaboration (RBC);group;role;agent;role playing logic","Conferences;Cybernetics","","2","","20","IEEE","4 Dec 2014","","","IEEE","IEEE Conferences"
"Linking attention to physical action in complex decision making problems","Y. -T. Li; J. P. Wachs","School of Industrial Engineering, Purdue University, West Lafayette, IN; School of Industrial Engineering, Purdue University, West Lafayette, IN","2014 IEEE International Conference on Systems, Man, and Cybernetics (SMC)","4 Dec 2014","2014","","","1241","1246","Embodied interaction concerns the way that user senses the environment, acquires information, and exhibits intention by means of physical action. In a complex decision making scenario, which requires maintaining high level of attention continuously and deep understanding about the task and its context, the use of embodied interaction has the potential to promote thinking and learning. Creating a framework that allows decision makers to interact with information using the whole body in intuitive ways may offer cognitive advantages and greater efficiency. This paper proposes such a computational framework based on a Bayesian approach (coined BAN) to infer operators' focus of attention based on the operators' physical expressions. Then, utility theory is adopted in order to determine the best combinations of interaction modalities and feedback. Experiments involving five physical interaction modalities (touchless, glove-based, and step gestures, speech, and body balance) and two feedback modalities (visual and sound) were conducted to assess the proposed framework's performance. This also includes the likelihood of assessed attention from enhanced BANs and task performance as a function of the interaction and control modalities. Results show that physical expressions have a determining factor in the quality of the solutions in spatio-navigational type of problems.","1062-922X","978-1-4799-3840-7","10.1109/SMC.2014.6974084","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6974084","Embodied interaction;Bayesian modeling;Hybrid human-machine system","Cities and towns;Bayes methods;Speech;Torso;Measurement;Decision making;Navigation","","2","","19","IEEE","4 Dec 2014","","","IEEE","IEEE Conferences"
"Conceptual framework of educational resources adaptation for improve collaborative learning in virtual learning environments","V. Bremgartner; J. F. de Magalhães Netto; C. S. de Menezes","CMDI-Federal Institute of Amazo-nas (IFAM), CMDI-Federal Institute of Amazo-nas (IFAM), Manaus, Brazil; Institute of Computing-Federal, Institute of Computing-Federal, Manaus, Brazil; Faculty of Education-Federal, University of Rio Grande do Sul (UFRGS), Porto, Alegre, Brazil",2017 IEEE Frontiers in Education Conference (FIE),"14 Dec 2017","2017","","","1","9","Frequently, the existing resources in Virtual Learning Environments (VLEs), used in distance education courses and blended, are presented in the same way for all students. This may complicate the effective learning process of each student. In order to solve this problem, one of the original goals of intelligent educational systems is to guide every student to the most appropriate educational contents. So, the approach adopted in this paper is based on a framework called ArCARE (Conceptual Framework of Educational Resources Adaptation in Virtual Learning Environments), which allows adaptation of resources for students in VLEs, allowing the construction of their knowledge, using multi-agent system technology that handles an open learner model ontology. These ArCARE resources are recommendation and adaptation of collaborative activities such as Pedagogical Architectures for the students have a more effective learning of particular course content. Results obtained from some tests in a flexible curriculum course of Computational Thinking show the feasibility of the proposal.","","978-1-5090-5920-1","10.1109/FIE.2017.8190707","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8190707","Collaborative Learning;Virtual Learning Environments;Adaptation of Resources;Software Agents;Open Learner Model","Adaptation models;Collaboration;Collaborative work;Ontologies;Proposals;Data models;Tools","","1","","34","IEEE","14 Dec 2017","","","IEEE","IEEE Conferences"
"The human information appliance in combat, intelligence and diplomacy space","R. E. Burnett","International Security Affairs, National Defense University, Washington, DC",2014 IEEE Conference on Norbert Wiener in the 21st Century (21CW),"8 Sep 2014","2014","","","1","11","Jeff Raskin coined the term Information Appliance at Apple Computer in 1978. Martin Libicki advanced the concept of the Battlespace from his 1996 Telemetry of War essay in which our modern notion of netcentric warfare was advanced. Using these concepts we incorporate the modern information technology phenomena of everyware and persistent computing toward evolution in new forms of human enhancement. Given that most if not all humans will eventually equate to information devices in persistent computing architectures - we refer to them in this research as Human Information Appliance (HIA). This project is first and foremost a futures oriented product for the purpose of thinking about - in advance - risk and resilience analysis and management for a time that is beginning to feel familiar - if yet to come. We apply the HIA concept in a futures scenario where the arrival of exponential computational speed may produce effects to create novel solutions for human-machine environments/spaces. This form of human enhancement may also pose significant risk that requires a public ethical analysis toward prescriptive policy work in the present.","","978-1-4799-4562-7","10.1109/NORBERT.2014.6893927","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6893927","","Home appliances;National security;Resilience;Educational institutions;Information technology;Communities","","","","17","IEEE","8 Sep 2014","","","IEEE","IEEE Conferences"
"Old geographical corpora: A methodology for interpretative transcription","M. Onofrei; D. Gîfu; C. Bolea","Faculty of Computer Science, “Alexandru Ioan Cuza” University of Iasi, Iasi, Romania; Faculty of Computer Science, “Alexandru Ioan Cuza” University of Iasi, Iasi, Romania; Institute for Computer Science of the Romanian Academy, Iasi, Romania",2017 International Conference on Speech Technology and Human-Computer Dialogue (SpeD),"27 Jul 2017","2017","","","1","6","This paper describes a study of the evolution of Romanian language, belonging to 18h and 19h centuries, from geographical domain, in order to develop an automatic recognition and interpretative transcription of Romanian historical heritage writings from Cyrillic into Latin, in printed forms. It is well known that the operation of interpretative transcription of texts written in Cyrillic is extremely laborious, but it will solve a problem of great interest to humanities researchers who are concerned with the study of the Romanian language in its diachronic evolution. We think that the present study will impact the humanities research, including that of paleography, history, archaeology and that field of linguistics interested in the study of the language in diachrony, but it will also help the researchers in the field of computational linguistics that develop models for old language, in order to develop a diachronic POS tagger, so necessary to recover old lemmata.","","978-1-5090-6497-7","10.1109/SPED.2017.7990445","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7990445","OCR;historical corpus;diachronic POS-tagger;transliteration;interpretative trasncription","","","","","22","IEEE","27 Jul 2017","","","IEEE","IEEE Conferences"
"Introduction","P. Setoodeh; S. Haykin",NA; McMaster University,Fundamentals of Cognitive Radio,"","2017","","","1","24","This chapter begins the study of cognitive radio with the critical issue as a starting point. Cognitive radio offers a new way of thinking on how to promote efficient use of the radio spectrum by exploiting the existence of spectrum holes. In a related context, the spectrum‐utilization efficiency of cognitive radio is assessed in the context of four practical system issues: accuracy and reliability, computational speed, management of resources and coexistence of the cognitive radio network alongside the legacy radio network. A principled basis for the dynamic allocation and management of resources in a cognitive radio network is developed based on the fusion of ideas from game theory, control theory, and optimization. The chapter reviews the dominant sources of uncertainty in cognitive radio networks. It also presents an overview of the key concepts discussed in the subsequent chapters of this book.","","9781119405832","10.1002/9781119405818.ch1","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=8043524.pdf&bkn=8040333&pdfType=chapter","","Cognitive radio;Supply chains;Production facilities;Sensors;Decision making","","","","","","22 Sep 2017","","","Wiley","Wiley Telecom eBook Chapters"
"Address-based data processing over N-ary trees","V. Sklyarov; I. Skliarova; M. Kruus; D. Mihhailov; A. Sudnitson","Department of Electronics, Telecommunications and Informatics, University of Aveiro, Aveiro, Portugal; Department of Electronics, Telecommunications and Informatics, University of Aveiro, Aveiro, Portugal; Department of Computer Engineering, Tallinn University of Technology, Tallinn, Estonia; Department of Computer Engineering, Tallinn University of Technology, Tallinn, Estonia; Department of Computer Engineering, Tallinn University of Technology, Tallinn, Estonia",Eurocon 2013,"10 Oct 2013","2013","","","1790","1797","The existing trends and growing tendency to high-performance computing strongly require traditional computational algorithms to be revised in such a way that would permit optimal hardware implementations to be found. The latter can be done if algorithms can efficiently be mapped to hardware-specific functional blocks that require different style of thinking and manipulation by different operations and memory models. Besides, concurrency (pipelining and parallelism) can be widely applied. This paper focuses on data processing algorithms that use values of incoming data items as memory addresses with one-bit flags indicating presence or absence of data. The main problem of similar known methods is an appearance of huge number of memory cells with no data items (empty holes), which, nevertheless, have to be processed involving lots of unnecessary time. It is proposed to apply N-ary tree technique that enables data items to be stored and found very fast through executing special traversal procedure. Such trees completely differ from known tree-walk tables because they have pre-established configuration that does not require explicit addresses of subsequent (child) nodes. As a result the size of memory needed to keep data items is decreased in number of times. Finally, significantly more complicated problems can be solved faster and with smaller hardware resources. The presented results of numerous experiments clearly demonstrate advantages of the proposed method compared to known implementations.","","978-1-4673-2232-4","10.1109/EUROCON.2013.6625220","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6625220","data processing;N-ary tree;hardware implementation;FPGA;sort;search","Hardware;Field programmable gate arrays;Data processing;Memory management;Sorting;Vectors;Encoding","","","","27","IEEE","10 Oct 2013","","","IEEE","IEEE Conferences"
"Analysis of open source cloud infrastructures over cost incurred by closed source Cloud infrastructures","S. Moses J.; L. D. D. Babu","School of Information Technology and Engineering, VIT University, Vellore, India; School of Information Technology and Engineering, VIT University, Vellore, India",2015 International Conference on Green Computing and Internet of Things (ICGCIoT),"14 Jan 2016","2015","","","1076","1082","In today's world, almost every individual uses computational machines for their day to day activities. Contribution of Cloud Computing in our day to day life is commendable. Even a common man has the privilege to use cloud services in the form of email, games, storage and etc., because of Cloud Computing. Cloud services tend to be cheaper and affordable with pay as you use policy. Scalability and on demand service is an added advantage of cloud computing. With all its benefits and simplicity in usage, clouds have earned a huge number of customers. While the growth of cloud computing looks healthy, several issues like security, cloud outages and expenses compel an user to think and analyze before converting to cloud services. This paper discusses about the hidden costs incurred by using closed source cloud services and the advantages of using open source cloud platforms available in the market.","","978-1-4673-7910-6","10.1109/ICGCIoT.2015.7380623","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7380623","OpenStack;OpenNebula;Eucalyptus;CloudStack;Reservoir;Nimbus;Cloud Expense","Cloud computing;Security;Virtual machining;Computer architecture;Companies;Virtualization","","","","21","IEEE","14 Jan 2016","","","IEEE","IEEE Conferences"
