"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Implementation of Digital Images Using the Chain Code Method to Calculate the Area and Circumference of 2-Dimensional Objects","I. S. Prawira; D. R. Ramdania; A. F. Huda; M. Irfan","Informatics Engineering Department, UIN Sunan Gunung Djati, Bandung, Indonesia; Informatics Engineering Department, UIN Sunan Gunung Djati, Bandung, Indonesia; Mathematics Department, UIN Sunan Gunung Djati, Bandung, Indonesia; Informatics Engineering Department, UIN Sunan Gunung Djati, Bandung, Indonesia",2019 IEEE 5th International Conference on Wireless and Telematics (ICWT),"3 Feb 2020","2019","","","1","6","Geometry is one of the oldest branches of science in mathematics that studies the shape of fields and spaces applied by architects and building technicians. Studying geometry provides many basic skills and helps to build thinking skills in analytical reasoning and problem-solving logic. Geometry is useful for understanding space in a real-life that helps in understanding better concepts. With the help of Smartphones as an information technology tool, today can simplify the calculation of a flat build. In this study will be presented the use of computer vision to calculate several types of flat shapes. The automatic calculation of the flat shape formula becomes a solution to calculate quickly to correct the answers to mathematical questions about regular or irregular flat shapes. The calculation process is done by detecting a flat shape that is taken using a Smartphone camera. Once detected, the image is converted into a binary image. Then the measurement of each pixel in the object image is measured, then the formula to be used and the calculation are processed by the application submitted. This study will utilize the Chain Code technique as a digital image processing which functions to generate codes in the form of several numbers based on the direction of the wind. This chain code can represent curves, lines, or contours of a field, determine circumference and area, and can determine the form factor of an object. From this method, it is used to detect objects and then scaling the size of objects so that the formula of the flat building that will be identified can be applied. The results showed that the detection of 2-dimensional objects was quite accurate with a percentage of 57.57% of 33 tests, and with 3 models of variation testing.","","978-1-7281-4796-3","10.1109/ICWT47785.2019.8978231","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8978231","Digital Image;2D Object;Chain code;Android","","","","","20","IEEE","3 Feb 2020","","","IEEE","IEEE Conferences"
"Combination of Human and Machine Intelligence to Optimize Assembly","T. Schneider; S. Klein; A. Blum; L. Schirmer; R. Müller; A. Schütze","ZeMA – Center for Mechatronics and Automation gGmbH, Saarbrücken, Germany; Chair for measurement technology, Saarland University, Saarbrücken, Germany; Chair for assembly systems, Saarland University, Saarbrücken, Germany; Chair for assembly systems, Saarland University, Saarbrücken, Germany; Chair for assembly systems, Saarland University, Saarbrücken, Germany; Chair for measurement technology, Saarland University, Saarbrücken, Germany",2019 First International Conference on Societal Automation (SA),"23 Dec 2019","2019","","","1","4","Current research and futuristic approaches including machine learning promise the wide and thorough use of measurement data in assembly processes for analysis and optimization. However, in current assembly lines measurement data is not available in every process, e.g. not in manual assembly processes. In addition, the integration and combination of data from different sources within the assembly line will require huge efforts during the next years. Therefore, a solely data based approach is not suitable for current optimization projects that usually have to react quickly to occurring challenges. Thus, the research project “MessMo - metrologically supported assembly” uses, benchmarks and combines approaches from machine learning and methodic thinking for modelling, cause-effect-identification and optimization. Three approaches for modelling are utilized, accompanied by one approach for data and process optimization.","","978-1-7281-3345-4","10.1109/SA47457.2019.8938082","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8938082","Machine Learning;assembly;expert knowledge;modelling;optimization","Current measurement;Machine learning;Manuals;Benchmark testing;Data models;Optimization;Machine intelligence","","","","21","IEEE","23 Dec 2019","","","IEEE","IEEE Conferences"
"Secured and High Performance Distributed Big Data Storage in Cloud Systems","D. Hossain; M. Abdullah Adnan","Department of ICT, Bngladesh University of Professionals, Dhaka, Bangladesh; Department of CSE, Bangladesh University of Engineering and Technology, Dhaka, Bangladesh",2018 3rd International Conference on Computer and Communication Systems (ICCCS),"13 Sep 2018","2018","","","72","79","Big Data Security and privacy are key concerns for cloud computing. At the initial stage, security was not considered for processing Big Data because of insufficient research and adequate security technology. Now researchers have to think new ways for cloud storage and Big Data security to overcome exiting security challenges of Big Data storage. For rapid Big Data processing, encryption is often considered as a big obstacle as clear data processing is much faster than encrypted data. But for cloud system, encrypted data processing is not a big deal because of massive processing power of cloud systems. So encryption will not be an obstacle and degrade the performance to process encrypted Big Data at cloud. There is a big challenge now to store and provide security in small chunk in cloud system and also key management. This paper provides novel approach for Big Data security over cloud namely Secured and High Performance Distributed Big Data Storage (SH-DBDS) model. Data will be split and uploaded for distributed cloud storage system. Single split data will be worthless until and unless joined with the other parts of the data. In this paper, an algorithm has been provided to split and join the data. Experimentation is performed with different data sets (10MB-1GB) at local system and AWS cloud and performance is measured. Evaluation is done considering the security and performance of Big Data.","","978-1-5386-6350-9","10.1109/CCOMS.2018.8463340","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8463340","cloud computing;cloud security;big data;data storage security","Cloud computing;Encryption;Big Data;Distributed databases","","","","26","IEEE","13 Sep 2018","","","IEEE","IEEE Conferences"
"Action Recognition Network Based on Temporal Spatial Temporal Mode","J. Xiang; X. Hu; J. Ou","School of Electronics and Communication Engineering, Guangzhou University, Guangzhou, China; School of Electronics and Communication Engineering, Guangzhou University, Guangzhou, China; School of Electronics and Communication Engineering, Guangzhou University, Guangzhou, China",2020 IEEE 5th International Conference on Signal and Image Processing (ICSIP),"4 Feb 2021","2020","","","298","302","In recent years, it has become a trend to train an action recognition network with large-scale datasets, but under the condition of limited computing resources, the batch size cannot take a larger value, which will lead to the degradation of recognition performance. Based on this phenomenon, this paper proposes a brain-like convolution kernel module more suitable for small batch size training, which adopts the ""Temporal - Spatial-Temporal"" mode of thinking (TST). For small batch size, the proposed network using TST convolution module outperforms the baseline ST-GCN and the RA-GCN methods in the NTU-RGB+D dataset, showing its efficiency and feasibility.","","978-1-7281-6896-8","10.1109/ICSIP49896.2020.9339459","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9339459","component;Action recognition;Graph convolution;Spatiotemporal property;Normalization Neural network","Training;Degradation;Image recognition;Convolution;Market research;Kernel;Residual neural networks","","","","18","IEEE","4 Feb 2021","","","IEEE","IEEE Conferences"
"Archimedes: Developing a Model of Cognition and Intelligent Learning System to Support Metacognition in Novice Programmers","P. J. Beck; M. Jean Mohammadi-Aragh","Computer Science and Software Engineering, Mississippi State University, Mississippi State, MS, USA; Electrical and Computer Engineering, Mississippi State University, Mississippi State, MS, USA",2020 IEEE Frontiers in Education Conference (FIE),"4 Dec 2020","2020","","","1","5","This is a Work-in-Progress Innovative Practice paper. This paper introduces a multidimensional model of cognition and an application programming interface (API) for an intelligent learning system, which we will refer to as Archimedes, that implements the first two components of the model of cognition into a web application. The model of cognition currently includes five components thinking processes, organizational strategy, design cohesion, skill mastery, and path of program development. Together these components seek to support six strategies of metacognition, metacognitive scaffolding, reflective prompts, self-assessment, self-questioning, self-directed learning, and graphic organizers. This paper focuses on the implementation and integration of the first two components of the model, thinking processes and organizational strategies into a web application. Together these components integrate Writing-To-Learn and literate programming paradigms to allow the Archimedes application to assess introductory programming students' current level of metacognition and provide automated feedback and allow them to self-monitor, self-assess and improve self-efficacy through the development of strategic knowledge for solving real-world programming problems.","2377-634X","978-1-7281-8961-1","10.1109/FIE44824.2020.9274133","National Science Foundation; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9274133","Metacognition;Intelligent Learning System;Machine Learning;API;educational data mining","Cognition;Writing;Programming profession;Machine learning;Computational modeling;Task analysis;Measurement","","2","","17","IEEE","4 Dec 2020","","","IEEE","IEEE Conferences"
"Research progress on network public opinion based on rough sets from the big data perspective","J. Tang; J. Wang; C. Wu","School of Artificial Intelligence and Big Data, Chongqing College of electronic engineering, Chongqing, China; School of Artificial Intelligence and Big Data, Chongqing College of electronic engineering, Chongqing, China; School of Artificial Intelligence and Big Data, Chongqing College of electronic engineering, Chongqing, China",2019 IEEE 8th Joint International Information Technology and Artificial Intelligence Conference (ITAIC),"5 Aug 2019","2019","","","1074","1077","In the era of big data, the features of online public opinion give some serious challenges for existing data analysis methods and it's necessary to find new ways to deal with these challenges. Granular computing can simulate human thinking mode to think about and solve large-scale and complex problems. This pattern provides an effective tool for meeting the challenges in online public opinion. This paper focus on rough sets to give a review on granular computing based online public opinion. Some existing problems are analyzed and the future research direction of this filed are looked ahead.","","978-1-5386-8178-7","10.1109/ITAIC.2019.8785871","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8785871","Big data;Granular computing;Rough set;Online public opinion","Rough sets;Big Data;Data mining;Decision making;Feature extraction;Fuzzy sets;Computational modeling","","2","","39","IEEE","5 Aug 2019","","","IEEE","IEEE Conferences"
"Computer Aided Design Simulation of 3D Garden Landscape Based on Virtual Reality","X. Qi","Shandong Women’s University, Shandong, China",2020 12th International Conference on Measuring Technology and Mechatronics Automation (ICMTMA),"30 Mar 2020","2020","","","347","351","At present, landscape design teaching in design art education has received much attention. With the continuous development of social economy, science and technology and information network technology, traditional landscape design has also achieved a ""quality"" leap. The appropriate use of computer-aided software in landscape design has become an essential skill for landscape designers. Computer-aided software is like a pen in your hand, a tool that shows the designer's ideas and thinking. How to make students master computer-aided design software and use it reasonably in landscape design is a problem that current landscape design teachers need to think about and study. The existing CAD software for garden landscapes has limited expression of 3D models and virtual simulation effects, and can only be used for 2D construction drawing. In order to solve the dynamic landscape characteristics, a three-dimensional landscape design simulation system of virtual reality technology was developed. Object-oriented parametric 3D solid modeling method was used to realize 3D solid modeling, 3D real-time virtual rendering of design scenes, renderings and animations. Production, construction drawing and other functions, and explored the system computing principles, implementation methods and OpenGL extensions and other related technologies. Then the overall function of the system is briefly introduced, and the simulation process in the professional module is discussed in detail. Finally, the effectiveness of the system is verified by an engineering example.","2157-1481","978-1-7281-7081-7","10.1109/ICMTMA50254.2020.00083","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9050314","Computer aided design;Virtual reality;Landscape design;Simulation","Solid modeling;Visualization;Three-dimensional displays;Design automation;Object oriented modeling;Computational modeling;Education","","1","","8","IEEE","30 Mar 2020","","","IEEE","IEEE Conferences"
"Principle of Least Expressiveness","G. Fairbanks","Software Engineering, Google",IEEE Software,"16 Apr 2019","2019","36","3","116","119","I'm always delighted to discover a connection between two ideas that I'm already fond of on their own, so I'd like to share a connection I found recently. The first idea is writing code that expresses my thinking about the problem domain, and the second is the principle of least expressiveness (PLE). The connection is that I can use the PLE to reveal my thinking about the problem domain, and because all ambiguity stops at the code, the act of programming using the PLE can help me simplify and debug the flawed ideas I have in my head.","1937-4194","","10.1109/MS.2019.2896876","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8693078","","Decoding;Pragmatics;Computational modeling;Software development management;Programming;Resource description framework","","1","","3","IEEE","16 Apr 2019","","","IEEE","IEEE Magazines"
"Blockchain-Enabled Smart Contracts: Architecture, Applications, and Future Trends","S. Wang; L. Ouyang; Y. Yuan; X. Ni; X. Han; F. -Y. Wang","University of Chinese Academy of Sciences, Beijing, China; University of Chinese Academy of Sciences, Beijing, China; Parallel Blockchain Technology Innovation Center, Qingdao Academy of Intelligent Industries, Qingdao, China; Parallel Blockchain Technology Innovation Center, Qingdao Academy of Intelligent Industries, Qingdao, China; Parallel Blockchain Technology Innovation Center, Qingdao Academy of Intelligent Industries, Qingdao, China; Parallel Blockchain Technology Innovation Center, Qingdao Academy of Intelligent Industries, Qingdao, China","IEEE Transactions on Systems, Man, and Cybernetics: Systems","16 Oct 2019","2019","49","11","2266","2277","In recent years, the rapid development of cryptocurrencies and their underlying blockchain technology has revived Szabo’s original idea of smart contracts, i.e., computer protocols that are designed to automatically facilitate, verify, and enforce the negotiation and implementation of digital contracts without central authorities. Smart contracts can find a wide spectrum of potential application scenarios in the digital economy and intelligent industries, including financial services, management, healthcare, and Internet of Things, among others, and also have been integrated into the mainstream blockchain-based development platforms, such as Ethereum and Hyperledger. However, smart contracts are still far from mature, and major technical challenges such as security and privacy issues are still awaiting further research efforts. For instance, the most notorious case might be “The DAO Attack” in June 2016, which led to more than $50 million Ether transferred into an adversary’s account. In this paper, we strive to present a systematic and comprehensive overview of blockchain-enabled smart contracts, aiming at stimulating further research toward this emerging research area. We first introduced the operating mechanism and mainstream platforms of blockchain-enabled smart contracts, and proposed a research framework for smart contracts based on a novel six-layer architecture. Second, both the technical and legal challenges, as well as the recent research progresses, are listed. Third, we presented several typical application scenarios. Toward the end, we discussed the future development trends of smart contracts. This paper is aimed at providing helpful guidance and reference for future research efforts.","2168-2232","","10.1109/TSMC.2019.2895123","National Natural Science Foundation of China(grant numbers:71472174,61533019,71232006,61233001,61702519,71702182); Qingdao Think-Tank Foundation on Intelligent Industries; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8643084","Blockchain;parallel blockchain;six-layer architecture;smart contracts","Smart contracts;Blockchain;Bitcoin;Market research;Proposals","","646","","63","IEEE","15 Feb 2019","","","IEEE","IEEE Journals"
"A Systematic Review on the use of LEGO® Robotics in Education","I. M. L. Souza; W. L. Andrade; L. M. R. Sampaio; A. L. S. O. Araujo","Federal University of Campina Grande, Campina Grande, PB, Brazil; Federal University of Campina Grande, Campina Grande, PB, Brazil; Federal University of Campina Grande, Campina Grande, PB, Brazil; Federal University of Paraíba, Rio Tinto, PB, Brazil",2018 IEEE Frontiers in Education Conference (FIE),"7 Mar 2019","2018","","","1","9","Educational Robotics (ER) has revealed several benefits in the educational context, not only helping the teaching of disciplines, but also making possible the development of several abilities, such as teamwork, problem-solving, and creativity. Among various robotics kits, LEGO® Robotics has been shown one of the best results considering some evaluated criteria (modularity level, hardware, curriculum, price, etc.). Some studies analyze the teaching practices, some compare technologies, and others evaluate the kits in a pedagogical way. However, it is essential to investigate all these contexts together in order to improve the impact produced by the ER in education and to know the best teaching practices associated with the most powerful technologies. The objective of this Research Full Paper is to identify: a) environments and programming languages adopted in the LEGO® Robotics context, b) educational practices applied during classes based on LEGO® Robotics, and c) the educational levels in which robotics has been applied with positive results. To achieve these goals, we planned and carried out a systematic review of the literature. Our main findings are: a) the most widely used environment and programming language are LabVIEW along with the LEGO®'s block-based programming language, b) we identified LEGO® Robotics is used for teaching programming, interdisciplinary contents, participation in tournaments, robotics, and computational thinking, c) LEGO® Robotics is used with success by students of different levels, such as K12, undergraduate, and graduated. Finally, we discuss some problems and limitations related to ER and point out that there is no standardization of teaching practices or methodologies for evaluating results, indicating that more research is needed to find the best scenario regarding technologies, methods, and target audience.","2377-634X","978-1-5386-1174-6","10.1109/FIE.2018.8658751","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8658751","","Education;Educational robots;Erbium;Programming environments;Systematics;Computer languages","","34","","51","IEEE","7 Mar 2019","","","IEEE","IEEE Conferences"
"Social Robot NAO as a Self-Regulating Didactic Mediator: a Case Study of Teaching/Learning Numeracy","E. Vrochidou; A. Najoua; C. Lytridis; M. Salonidis; V. Ferelis; G. A. Papakostas","HUMAIN-Lab, Eastern Macedonia and Thrace Institute of Technology (EMaTTech), Kavala, Greece; Laboratory of Signals, Distributed Systems and Artificial Intelligence ENSET, University Hassan II, Mohammedia, Morocco; HUMAIN-Lab, Eastern Macedonia and Thrace Institute of Technology (EMaTTech), Kavala, Greece; Department of Business Administration, Eastern Macedonia and Thrace Institute of Technology (EMaTTech), Kavala, Greece; Department of Accountancy and Finance, Eastern Macedonia and Thrace Institute of Technology (EMaTTech), Kavala, Greece; HUMAIN-Lab, Eastern Macedonia and Thrace Institute of Technology (EMaTTech), Kavala, Greece","2018 26th International Conference on Software, Telecommunications and Computer Networks (SoftCOM)","2 Dec 2018","2018","","","1","5","Educational robotics (ER) have demonstrated their positive effect in introducing scientific concepts. This paper presents an innovative approach to introduce arithmetic to elementary school students, with the aid of a social robot-assistant. The proposed innovative approach is a game-based learning activity, specially designed for K-12 educational curriculum in-line with modern pedagogical learning theories. The aim of this work is to investigate the effectiveness of robotics in education. The pilot application of collaborative teaching between robot and teacher, assumed that the presence of the robot could potentially increase the engagement during the course, enhance the understanding of mathematical concepts, computational and logical thinking and contribute to the improvement of cognitive skills of children.","1847-358X","978-9-5329-0087-3","10.23919/SOFTCOM.2018.8555764","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8555764","social robot;teaching assistant;curriculum;mathematics;education;NAO;educational robotics","Education;Collaboration;Software;Computer networks;Telecommunications;Robots;Erbium","","20","","20","","2 Dec 2018","","","IEEE","IEEE Conferences"
"RoboSTEAM Project Systematic Mapping: Challenge Based Learning and Robotics","M. Á. Conde; F. J. R. Sedano; C. Fernández-Llamas; J. Gonçalves; J. Lima; F. J. García-Peñalvo","Department of Mechanics, University of León, León, Spain; Department of Electric, Systems and Automatics Engineering, University of León, León, Spain; Department of Mechanics, University of León, León, Spain; Department of Electrical Engineering, Instituto Politécnico de Bragança, Bragança, Portugal; Department of Electrical Engineering, Instituto Politécnico de Bragança, Bragança, Portugal; Grupo GRIAL, University of Salamanca, Salamanca, Spain",2020 IEEE Global Engineering Education Conference (EDUCON),"25 Jun 2020","2020","","","214","221","STEAM Education is nowadays a key element for our current digital society. Integrating STEAM and developing competences such as Computational Thinking is highly demanded by the industry and higher education institutions. In order to do so new methodological approaches are required. RoboSTEAM project is an Erasmus+ project defined to address these topics by using of physical devices and robotics employing Challenge Based Learning methodology. One of the first steps in the project development is the definition of current landscape in the research field. Which means to carry out a literature mapping that considers previous applications of Challenge Based Learning in STEAM education and use of robots and physical devices to do so. This paper shows the mapping review process and the main results obtained. The mapping analyze 242 candidate works from the most relevant bibliographic sources and selected 54. Form them it was possible to see that there are not many initiatives on STEM Education related to Challenge base learning and the most of them are specially focused on the application of specific tools and in the development of concrete competences.","2165-9567","978-1-7281-0930-5","10.1109/EDUCON45650.2020.9125103","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9125103","Robotics;Physcal Devices;Systematic Mapping;Challenge Based Learning;STEAM Education","Industries;Technological innovation;Systematics;Service robots;Conferences;Bibliographies;Employment","","8","","68","IEEE","25 Jun 2020","","","IEEE","IEEE Conferences"
"Enabling Teenagers to Create and Share Apps","M. Müller; C. Schindler; K. K. Luhana; W. Slany","Institute of Software Technology, Graz University of Technology, Graz, Austria; Institute of Software Technology, Graz University of Technology, Graz, Austria; Institute of Software Technology, Graz University of Technology, Graz, Austria; Institute of Software Technology, Graz University of Technology, Graz, Austria",2018 IEEE Conference on Open Systems (ICOS),"3 Feb 2019","2018","","","25","30","Visual coding frameworks and block-based languages became an essential resource for computer science education. Applied in different courses and subjects they foster computational thinking, collaboration, and knowledge-sharing. Furthermore, sharing the outcomes promote the development of an open mindset and teaches the principles of open source. In our work, we present Pocket Code, a mobile open source visual coding framework. We describe how this integrated development environment enables young users to program apps in a block-based manner directly on their mobile devices. We discuss how teenagers can share their projects via the app's sharing platform or as an Android application package file. The presented case illustrates how teenagers can collaboratively drive co-creative communities and foster open source and innovation by creating and sharing mobile apps.","2473-3660","978-1-5386-6666-1","10.1109/ICOS.2018.8632815","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8632815","Mobile Applications;Open Source Development;FLOSS;Visual Programming;Block Based Programming;Computer Science Education;Catrobat;Pocket Code","Encoding;Visualization;Smart phones;Tools;Programming profession;Internet","","1","","20","IEEE","3 Feb 2019","","","IEEE","IEEE Conferences"
"Longitudinal Analysis of Linguistic flexibility of Value-motivated Groups","M. A. Boni; S. Green; M. Stiles; K. Harton; D. E. Brown","Data Science Institute, University of Virginia, Virginia, United States; Data Science Institute, University of Virginia, Virginia, United States; Data Science Institute, University of Virginia, Virginia, United States; Data Science Institute, University of Virginia, Virginia, United States; Data Science Institute, University of Virginia, Virginia, United States",2018 IEEE International Conference on Big Data (Big Data),"24 Jan 2019","2018","","","2951","2959","Increasing globalization of the world leads to an emerging need for ways to analysis and understand groups from different cultures and ideologies. Researchers have used written text as a medium to examine political discourse and analyze value-motivated groups. Previous works showed that computational linguistic analysis can be performed to infer the flexibility of value-motivated groups from their writings. The main premise of these works is that text can bring insights into individuals' and groups' way of thinking, and potentially, behaviour. While existing works provide viable solutions for characterizing groups' ideological behaviour, they perform their analyses over all text published by the groups. However, researchers have found that religious and value-motivated groups can't be analyzed collectively as they regularly evolve. To address this gap, we analyze the performance of existing methods to single documents. Experimental results show that previous features (e.g., use of pronouns and judgment statements) used to predict groups' flexibility are less predictive for single documents' flexibility. We show that a newly added feature regarding the identity of a group provides a significant contribution to the prediction process. Furthermore, due to the unbalanced nature of our data, we propose a weighting scheme for linear regression based on the inter-group variance. Results indicate that a weighted least squares significantly outperforms a traditional least squares approach. This work brings new insights into the characteristics of different linguistic and performative signals, and their relationship to the linguistic flexibility of groups. It also provides a decision making support tool for practical use by practitioners.","","978-1-5386-5035-6","10.1109/BigData.2018.8622319","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8622319","longitudinal models;linguistic flexibility;weighted least squares","Linguistics;Feature extraction;Data science;Air pollution;Organizations;Decision making;Tools","","","","21","IEEE","24 Jan 2019","","","IEEE","IEEE Conferences"
"Design and Evaluation of a Teaching-Related Knowledge Sharing System to Meet the Needs of Computer Science Instructors","N. Almujally; M. Joy","Department of Computer Science, University of Warwick, Coventry, UK; Department of Computer Science, University of Warwick, Coventry, UK",2020 IEEE Frontiers in Education Conference (FIE),"4 Dec 2020","2020","","","1","9","This full research paper focuses on the design of a Teaching Practices Management System (TPMS) which supports the sharing of teaching practices (TPs) amongst computer science instructors. Many years of valuable TPs can be lost due to academic retirement when no competent knowledge management system is available for recording these TPs. Consequently, novice teachers are currently facing critical challenges when delivering subject knowledge that relates to algorithms, programming and the development of computational thinking skills without the benefit of others' experience. After a study of the relevant literature, it could be seen that far too little attention has been paid to the capturing and sharing of TPs which are not easily expressed or communicated in visual or verbal terms. Thus, we design and then demonstrate a Teaching Practices Management System (TPMS) which supports the capturing of TPs. A quantitative and a qualitative evaluation of users' experiences of employing the system shows that instructors are satisfied with it and are mostly positive about its features. The findings of this study hold considerable promise in relation to developing engaging and effective knowledge sharing systems for use by academic instructors.","2377-634X","978-1-7281-8961-1","10.1109/FIE44824.2020.9274215","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9274215","knowledge management system;knowledge sharing;higher education institutions;instructors;teaching practices;design science research","Education;Tools;Knowledge management;Programming profession;Measurement;Visualization;Technical requirements","","","","30","IEEE","4 Dec 2020","","","IEEE","IEEE Conferences"
"Exploration and Practice of Python Programming teaching model Based on MBO","D. Wei; X. Wang; Y. Wang","School of Computer Science and Software Engineering, Xihua University, Chengdu; School of Computer Science and Software Engineering, Xihua University, Chengdu; School of Computer Science and Software Engineering, Xihua University, Chengdu",2020 15th International Conference on Computer Science & Education (ICCSE),"22 Sep 2020","2020","","","561","567","Cultivating students' innovative ability has been playing an important role in the process of program design courses in Colleges and Universities. This paper focuses on presenting practical experience of the programming and designing patterns in teaching Python programming. Combining MBO (Management By Objective) with teaching, an optimized teaching model of Python Programming based on MBO. The model consists of four parts: Knowledge objectives, Technology ability objectives, Thinking Developed objectives, extended ability objectives. Following the four main goals, this paper introduces relevant teaching practices based on each objective. Applying the model , the quality of planned teaching and learning can be improved. Because setting clear goals could make it easy to formulate plans, tasks, teaching contents, track learning effects and test learning consequences. According to the model, the course teaching practice will highlight the importance of teaching Program concretely and effectively. Most significantly, teachers could train students to gradually develop computational thinking and apply it in subsequent courses.","2473-9464","978-1-7281-7267-5","10.1109/ICCSE49874.2020.9201719","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9201719","Programming Teaching;Management by Objective;Python Ecosystem;Computational Mind","Education;Python;Programming profession;Task analysis;Tools;Knowledge engineering","","","","11","IEEE","22 Sep 2020","","","IEEE","IEEE Conferences"
"Industrial Transformation and the Digital Revolution: A Focus on Artificial Intelligence, Data Science and Data Engineering","A. T. Drobot","Past Chairman of the IEEE IoT Initiative, OpenTechWorks, Inc., USA",2020 ITU Kaleidoscope: Industry-Driven Digital Transformation (ITU K),"30 Dec 2020","2020","","","1","11","Deep digitization drives value because it enables the exploitation of computational techniques to solve hard problems inherent to industrial enterprises. This includes product design, processes and procedures used in industrial settings tools and methods for manufacturing, and product maintenance, repair and overhaul. This paper will cover what is meant by deep digitization, review the thinking that has brought us to where we are today and look at the challenges and options that lay ahead. It will also describe what is meant by industrial transformation and identify the stakeholders and markets involved.The successful adoption of digitization is complex, multidisciplinary, requires systems thinking, and the mastery of a large number of technologies and disciplines. Success is also highly dependent on access to powerful tools, as well as management, organizational, and collaborative structures. Part of this paper will be focused on technology areas that stand out and pose challenges deserving special attention: computational analytics (CA), consisting of optimization methods, modeling, and simulation; artificial intelligence including machine learning; and lastly, data science and data engineering. Standards and common practices are also crucial and no more so than in the collection and dissemination of data within an enterprise and how that data is shared within a larger ecosystem. This paper will additionally describe past attempts at solving this problem and examine possible avenues for creating long-lived data protocols and building blocks for managing and extracting utility from the vast pools of data that can be found in industrial enterprises and the ecosystems they operate in.","","978-92-61-31391-3","10.23919/ITUK50268.2020.9303221","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9303221","Artificial intelligence;best practices;data engineering;data science;digital transformation;digitization;open source;standards","Organizations;Data models;Computers;Computational modeling;Tools;Software;Solid modeling","","3","","15","","30 Dec 2020","","","IEEE","IEEE Conferences"
"A flexible and systematic teaching framework to develop cognitive skills through programming courses","R. Gacitúa; M. Diéguez; J. Díaz; S. Sepúlveda","Departamento de Ciencias de la Computación e Informática, Universidad de La Frontera, Temuco, Chile; Departamento de Ciencias de la Computación e Informática, Universidad de La Frontera, Temuco, Chile; Departamento de Ciencias de la Computación e Informática, Universidad de La Frontera, Temuco, Chile; Departamento de Ciencias de la Computación e Informática, Universidad de La Frontera, Temuco, Chile",2019 38th International Conference of the Chilean Computer Science Society (SCCC),"23 Jan 2020","2019","","","1","8","Computer programming has become an increasingly cross-cutting theme and is no longer considered just a specialized subject. In some countries, the inclusion of this subject in the curricula of the basic cycles of their educational systems has been provided for, because it is recognized that programming promotes computational thinking which allows cognitive development of students. In Chile, the Universidad de La Frontera established that an initial programming course is given to all the Engineering degrees. Unfortunately, studies have shown that students are not achieving the competencies defined by the computational thinking approach. This research paper presents a flexible and systematic teaching framework for developing cognitive skills in programming courses. This framework considers the use of a systematic methodology of teaching programming, which focuses on the process of building solutions over the product; using electronic programmable devices; and sets of pre-defined exercises appropriate to various domains of the engineering area.","1522-4902","978-1-7281-5613-2","10.1109/SCCC49216.2019.8966409","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8966409","Cognitive skills;Teaching-learning;R&G Methodology;Computer programming","Programming profession;Systematics;Education;Software;Computational modeling;Internet of Things","","","","","IEEE","23 Jan 2020","","","IEEE","IEEE Conferences"
